id,link,operation,address,size,dorms,toilets,garage,price,additional_costs
2790715433.0,https://www.vivareal.com.br/imovel/apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-com-garagem-85m2-aluguel-RS12000-id-2790715433/,renting,"Rua Lisboa - Cerqueira César, São Paulo",85 m²,2,2,1,R$ 12.000/mês,Cond. R$ 1.280 • IPTU R$ 565
2661177562.0,https://www.vivareal.com.br/imovel/sala-comercial-itaim-bibi-sao-paulo-com-garagem-220m2-aluguel-RS25002-id-2661177562/,renting,"Rua Urussuí - Itaim Bibi, São Paulo",220 m²,,5,10,R$ 25.002/mês,Cond. R$ 6.000 • IPTU R$ 5.001
2792376022.0,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-gertrudes-sao-paulo-com-garagem-127m2-aluguel-RS9995-id-2792376022/,renting,"Rua Bacaetava - Vila Gertrudes, São Paulo",127 m²,3,4,3,R$ 9.995/mês,Cond. R$ 2.500 • IPTU R$ 750
2567573815.0,https://www.vivareal.com.br/imovel/sala-comercial-consolacao-sao-paulo-com-garagem-83m2-aluguel-RS7515-id-2567573815/,renting,"Avenida Angélica - Consolação, São Paulo",83 m²,,3,2,R$ 7.515/mês,Cond. R$ 1.336 • IPTU R$ 1.336
2566874076.0,https://www.vivareal.com.br/imovel/sala-comercial-vila-olimpia-sao-paulo-com-garagem-1900m2-aluguel-RS190002-id-2566874076/,renting,"Rua Funchal - Vila Olímpia, São Paulo",1900 m²,,11,26,R$ 190.002/mês,Cond. R$ 2.000 • IPTU R$ 1.002
2792459217.0,https://www.vivareal.com.br/imovel/sala-comercial-brooklin-paulista-sao-paulo-com-garagem-104m2-aluguel-RS5990-id-2792459217/,renting,"Rua Barão do Triunfo - Brooklin Paulista, São Paulo",104 m²,,1,2,R$ 5.990/mês,Cond. R$ 1.038 • IPTU R$ 946
2658804341.0,https://www.vivareal.com.br/imovel/sala-comercial-consolacao-sao-paulo-com-garagem-122m2-venda-RS1380000-id-2658804341/,renting,"Avenida Angélica - Consolação, São Paulo",122 m²,,4,4,R$ 8.000/mês,Cond. R$ 4.283 • IPTU R$ 1.433
2778221918.0,https://www.vivareal.com.br/imovel/flat-1-quartos-jardim-paulista-sao-paulo-com-garagem-30m2-aluguel-RS3400-id-2778221918/,renting,"Alameda Lorena - Jardim Paulista, São Paulo",30 m²,1,1,1,R$ 3.400/mês,Cond. R$ 1.900 • IPTU R$ 200
,,renting,"Rua Natingui - Vila Madalena, São Paulo",227 m²,,3,3,R$ 15.000/mês,Cond. R$ 2.453 • IPTU R$ 2.795
2445029886.0,https://www.vivareal.com.br/imovel/4-quartos-vila-nova-conceicao-sao-paulo-com-garagem-160m2-aluguel-RS6500-id-2445029886/,renting,"Rua João Cachoeira - Vila Nova Conceição, São Paulo",160 m²,4,3,2,R$ 6.500/mês,
2551523272.0,https://www.vivareal.com.br/imovel/sala-comercial-vila-olimpia-sao-paulo-com-garagem-120m2-aluguel-RS12001-id-2551523272/,renting,"Rua Gomes de Carvalho - Vila Olímpia, São Paulo",120 m²,,4,3,R$ 12.001/mês,Cond. R$ 2.587 • IPTU R$ 1.200
2792414619.0,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-olimpia-sao-paulo-com-garagem-110m2-aluguel-RS6295-id-2792414619/,renting,"Rua Doutor Fadlo Haidar - Vila Olímpia, São Paulo",110 m²,3,2,1,R$ 6.295/mês,Cond. R$ 1.500 • IPTU R$ 300
2625608135.0,https://www.vivareal.com.br/imovel/sala-comercial-pinheiros-sao-paulo-com-garagem-120m2-aluguel-RS7800-id-2625608135/,renting,"Rua Cardeal Arcoverde - Pinheiros, São Paulo",120 m²,,4,2,R$ 7.800/mês,Cond. R$ 2.616 • IPTU R$ 1.194
,,renting,"Rua Surubim - Cidade Monções, São Paulo",136 m²,,2-4,4,R$ 13.000/mês,Cond. R$ 3.676 • IPTU R$ 1.750
2576892660.0,https://www.vivareal.com.br/imovel/sala-comercial-quinta-da-paineira-sao-paulo-90m2-aluguel-RS2300-id-2576892660/,renting,"Rua Amparo - Quinta da Paineira, São Paulo",90 m²,,,,R$ 2.300/mês,IPTU R$ 300
2688069907.0,https://www.vivareal.com.br/imovel/sala-comercial-consolacao-sao-paulo-com-garagem-122m2-aluguel-RS6500-id-2688069907/,renting,"Rua Matias Aires - Consolação, São Paulo",122 m²,,2,3,R$ 6.500/mês,Cond. R$ 3.771 • IPTU R$ 1.802
2658590754.0,https://www.vivareal.com.br/imovel/sala-comercial-vila-olimpia-sao-paulo-com-garagem-106m2-aluguel-RS10601-id-2658590754/,renting,"Rua Gomes de Carvalho - Vila Olímpia, São Paulo",106 m²,,8,8,R$ 10.601/mês,Cond. R$ 1.900 • IPTU R$ 2.000
2792127615.0,https://www.vivareal.com.br/imovel/flat-1-quartos-vila-uberabinha-sao-paulo-com-garagem-35m2-aluguel-RS2900-id-2792127615/,renting,"Rua Tuim - Vila Uberabinha, São Paulo",35 m²,1,1,1,R$ 2.900/mês,Cond. R$ 1.800 • IPTU R$ 300
2788834116.0,https://www.vivareal.com.br/imovel/apartamento-2-quartos-perdizes-sao-paulo-com-garagem-64m2-venda-RS870000-id-2788834116/,renting,"Rua Romano Schiesari - Perdizes, São Paulo",64 m²,2,2,2,R$ 5.500/mês,Cond. R$ 810 • IPTU R$ 342
2688667589.0,https://www.vivareal.com.br/imovel/sala-comercial-itaim-bibi-sao-paulo-com-garagem-99m2-aluguel-RS11000-id-2688667589/,renting,"Rua Iguatemi - Itaim Bibi, São Paulo",99 m²,,3,3,R$ 11.000/mês,Cond. R$ 2.876 • IPTU R$ 1.246
2663534877.0,https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-olimpia-sao-paulo-com-garagem-45m2-aluguel-RS9800-id-2663534877/,renting,"Rua Chilon - Vila Olímpia, São Paulo",45 m²,1,1,1,R$ 9.800/mês,Cond. R$ 900
2662537442.0,https://www.vivareal.com.br/imovel/sala-comercial-vila-olimpia-sao-paulo-com-garagem-113m2-aluguel-RS10002-id-2662537442/,renting,"Rua Gomes de Carvalho - Vila Olímpia, São Paulo",113 m²,,4,4,R$ 10.002/mês,Cond. R$ 3.170 • IPTU R$ 1.541
,,renting,"Avenida Senador Queirós - Centro, São Paulo",22-38 m²,1,1,,R$ 1.800/mês,Cond. R$ 1.000 • IPTU R$ 200
2791426915.0,https://www.vivareal.com.br/imovel/ponto-comercial-jardim-brasil-zona-norte-sao-paulo-18m2-aluguel-RS1400-id-2791426915/,renting,"Rua Carlos dos Santos - Jardim Brasil (Zona Norte), São Paulo",18 m²,,1,,R$ 1.400/mês,
2658804273.0,https://www.vivareal.com.br/imovel/sala-comercial-consolacao-sao-paulo-com-garagem-132m2-aluguel-RS8400-id-2658804273/,renting,"Rua Bela Cintra - Consolação, São Paulo",132 m²,,3,3,R$ 8.400/mês,Cond. R$ 3.295 • IPTU R$ 989
2707835961.0,https://www.vivareal.com.br/imovel/flat-1-quartos-indianopolis-sao-paulo-com-garagem-42m2-aluguel-RS3350-id-2707835961/,renting,"Avenida Rouxinol - Indianópolis, São Paulo",42 m²,1,1,1,R$ 3.350/mês,Cond. R$ 1.450 • IPTU R$ 200
,,renting,"Rua Quintana - Cidade Monções, São Paulo",96 m²,,0-2,3,R$ 8.160/mês,Cond. R$ 2.650 • IPTU R$ 1.300
,,renting,"Rua Haddock Lobo - Cerqueira César, São Paulo",42-48 m²,1,1,1,R$ 6.726/mês,Cond. R$ 2.394 • IPTU R$ 380
,,renting,"Rua do Rocio - Vila Olímpia, São Paulo",135 m²,,1-3,4,R$ 6.000/mês,Cond. R$ 4.352 • IPTU R$ 2.072
2792135717.0,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-europa-sao-paulo-com-garagem-45m2-aluguel-RS4998-id-2792135717/,renting,"Rua Amauri - Jardim Europa, São Paulo",45 m²,1,1,1,R$ 4.998/mês,Cond. R$ 2.354 • IPTU R$ 1.065
2691106356.0,https://www.vivareal.com.br/imovel/sala-comercial-paraiso-sao-paulo-com-garagem-75m2-aluguel-RS3000-id-2691106356/,renting,"Rua Manuel da Nóbrega - Paraíso, São Paulo",75 m²,,2,1,R$ 3.000/mês,Cond. R$ 1.623 • IPTU R$ 601
2652529459.0,https://www.vivareal.com.br/imovel/sala-comercial-consolacao-sao-paulo-com-garagem-200m2-aluguel-RS18002-id-2652529459/,renting,"Avenida Angélica - Consolação, São Paulo",200 m²,,4,6,R$ 18.002/mês,Cond. R$ 2.000 • IPTU R$ 1.000
,,renting,"Rua Gabriel de Lara - Vila Cordeiro, São Paulo",33 m²,1,1,,R$ 3.000/mês,Cond. R$ 300 • IPTU R$ 100
,,renting,"Rua Alvorada - Vila Olímpia, São Paulo",48-50 m²,1,1,1,R$ 3.870/mês,Cond. R$ 1.280 • IPTU R$ 350
2618901359.0,https://www.vivareal.com.br/imovel/imovel-comercial-brooklin-paulista-sao-paulo-com-garagem-291m2-aluguel-RS8000-id-2618901359/,renting,"Rua Boavas - Brooklin Paulista, São Paulo",291 m²,,,3,R$ 8.000/mês,IPTU R$ 3.277
2687860982.0,https://www.vivareal.com.br/imovel/imovel-comercial-santo-amaro-sao-paulo-235m2-aluguel-RS8000-id-2687860982/,renting,"Avenida Vereador José Diniz - Santo Amaro, São Paulo",235 m²,,2,,R$ 8.000/mês,IPTU R$ 1.032
2685324825.0,https://www.vivareal.com.br/imovel/sala-comercial-itaim-bibi-sao-paulo-com-garagem-98m2-aluguel-RS10000-id-2685324825/,renting,"Rua Iguatemi - Itaim Bibi, São Paulo",98 m²,,3,1,R$ 10.000/mês,Cond. R$ 2.900 • IPTU R$ 1.200
2699489630.0,https://www.vivareal.com.br/imovel/sala-comercial-vila-olimpia-sao-paulo-com-garagem-77m2-venda-RS750000-id-2699489630/,renting,"Rua Beira Rio - Vila Olímpia, São Paulo",77 m²,,2,1,R$ 3.500/mês,Cond. R$ 1.136 • IPTU R$ 715
2639823843.0,https://www.vivareal.com.br/imovel/sala-comercial-vila-olimpia-sao-paulo-com-garagem-109m2-aluguel-RS8100-id-2639823843/,renting,"Rua Júlio Diniz - Vila Olímpia, São Paulo",109 m²,,2,2,R$ 8.100/mês,Cond. R$ 3.300 • IPTU R$ 750
2661293477.0,https://www.vivareal.com.br/imovel/predio-comercial-mooca-sao-paulo-35m2-aluguel-RS2000-id-2661293477/,renting,"Avenida Paes de Barros - Mooca, São Paulo",35 m²,,1,,R$ 2.000/mês,IPTU R$ 100
,,renting,"Rua Martins Fontes - Centro, São Paulo",4500 m²,,0-15,0-25,R$ 84.000/mês,Cond. R$ 13.000
,,renting,"Rua Gomes de Carvalho - Vila Olímpia, São Paulo",33 m²,1,1,1,R$ 2.615/mês,Cond. R$ 1.785 • IPTU R$ 300
,,renting,"Rua Coronel Joviniano Brandão - Vila Prudente, São Paulo",150 m²,,2-3,,R$ 6.000/mês,IPTU R$ 750
,,renting,"Rua Andrade Fernandes - Vila Madalena, São Paulo",152 m²,,4,3,R$ 17.848/mês,Cond. R$ 6.494 • IPTU R$ 2.532
,,renting,"Rua Tenerife - Vila Olímpia, São Paulo",162 m²,,0-4,3,R$ 14.500/mês,Cond. R$ 4.402 • IPTU R$ 2.818
,,renting,"Rua Funchal - Vila Olímpia, São Paulo",107 m²,,3,4,R$ 6.890/mês,Cond. R$ 3.540 • IPTU R$ 1.007
,,renting,"Rua Bandeira Paulista - Itaim Bibi, São Paulo",239 m²,,4,6,R$ 25.000/mês,Cond. R$ 4.624 • IPTU R$ 2.756
2699231786.0,https://www.vivareal.com.br/imovel/sala-comercial-itaim-bibi-sao-paulo-com-garagem-100m2-aluguel-RS9100-id-2699231786/,renting,"Rua Doutor Renato Paes de Barros - Itaim Bibi, São Paulo",100 m²,,3,2,R$ 9.100/mês,Cond. R$ 3.900 • IPTU R$ 1.600
2792440222.0,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-paulista-sao-paulo-com-garagem-92m2-aluguel-RS10996-id-2792440222/,renting,"Rua Sul - Brooklin Paulista, São Paulo",92 m²,3,2,2,R$ 10.996/mês,Cond. R$ 1.154 • IPTU R$ 862
2692329870.0,https://www.vivareal.com.br/imovel/sala-comercial-cidade-moncoes-sao-paulo-com-garagem-98m2-aluguel-RS4800-id-2692329870/,renting,"Rua Geraldo Flausino Gomes - Cidade Monções, São Paulo",98 m²,,2,2,R$ 4.800/mês,Cond. R$ 2.343 • IPTU R$ 1.134
,,renting,"Avenida Doutor Cardoso de Melo - Vila Olímpia, São Paulo",185 m²,,2-3,3-5,R$ 17.000/mês,Cond. R$ 4.375 • IPTU R$ 1.528
,,renting,"Rua Joaquim Floriano - Itaim Bibi, São Paulo",1400 m²,,0-10,0-20,R$ 150.000/mês,IPTU R$ 15.725
2663459766.0,https://www.vivareal.com.br/imovel/apartamento-1-quartos-brooklin-paulista-sao-paulo-34m2-aluguel-RS3380-id-2663459766/,renting,"Rua Nova York - Brooklin Paulista, São Paulo",34 m²,1,1,,R$ 3.380/mês,Cond. R$ 510 • IPTU R$ 150
2586677539.0,https://www.vivareal.com.br/imovel/sala-comercial-vila-olimpia-sao-paulo-com-garagem-180m2-aluguel-RS8500-id-2586677539/,renting,"Rua Funchal - Vila Olímpia, São Paulo",180 m²,,3,2,R$ 8.500/mês,Cond. R$ 3.137 • IPTU R$ 1.260
,,renting,"Rua Doutor Renato Paes de Barros - Itaim Bibi, São Paulo",200 m²,0-5,3-5,4,R$ 12.000/mês,Cond. R$ 4.000 • IPTU R$ 2.000
2672890577.0,https://www.vivareal.com.br/imovel/predio-comercial-mooca-sao-paulo-com-garagem-600m2-venda-RS6000000-id-2672890577/,renting,"Avenida Paes de Barros - Mooca, São Paulo",600 m²,,4,3,R$ 11.000/mês,IPTU R$ 5.942
,,renting,"Rua Helena - Vila Olímpia, São Paulo",105 m²,,3,0-2,R$ 5.000/mês,Cond. R$ 2.400
2792415530.0,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-paulista-sao-paulo-com-garagem-92m2-aluguel-RS10997-id-2792415530/,renting,"Rua Sul - Brooklin Paulista, São Paulo",92 m²,3,2,2,R$ 10.997/mês,Cond. R$ 1.154 • IPTU R$ 862
2716263009.0,https://www.vivareal.com.br/imovel/sala-comercial-jardim-paulistano-sao-paulo-75m2-aluguel-RS6500-id-2716263009/,renting,"Avenida Brigadeiro Faria Lima - Jardim Paulistano, São Paulo",75 m²,,2,,R$ 6.500/mês,Cond. R$ 2.500 • IPTU R$ 704
2778220305.0,https://www.vivareal.com.br/imovel/flat-1-quartos-itaim-bibi-sao-paulo-com-garagem-42m2-aluguel-RS2950-id-2778220305/,renting,"Rua Bandeira Paulista - Itaim Bibi, São Paulo",42 m²,1,1,1,R$ 2.950/mês,Cond. R$ 1.700 • IPTU R$ 350
,,renting,"Rua Funchal - Vila Olímpia, São Paulo",130 m²,,4,2-4,R$ 10.401/mês,Cond. R$ 3.500 • IPTU R$ 1.660
2651192587.0,https://www.vivareal.com.br/imovel/sala-comercial-pinheiros-sao-paulo-com-garagem-100m2-aluguel-RS10001-id-2651192587/,renting,"Rua Cardeal Arcoverde - Pinheiros, São Paulo",100 m²,,3,3,R$ 10.001/mês,Cond. R$ 1.500 • IPTU R$ 701
,,renting,"Avenida Doutor Cardoso de Melo - Vila Olímpia, São Paulo",185 m²,,2-4,4-7,R$ 11.200/mês,Cond. R$ 4.363 • IPTU R$ 1.649
2693562237.0,https://www.vivareal.com.br/imovel/sala-comercial-jardim-vila-mariana-sao-paulo-33m2-aluguel-RS2209-id-2693562237/,renting,"Rua João José Pacheco - Jardim Vila Mariana, São Paulo",33 m²,,1,,R$ 2.209/mês,Cond. R$ 650 • IPTU R$ 22
2628967592.0,https://www.vivareal.com.br/imovel/sala-comercial-vila-olimpia-sao-paulo-com-garagem-101m2-aluguel-RS9000-id-2628967592/,renting,"Rua Casa do Ator - Vila Olímpia, São Paulo",101 m²,,3,2,R$ 9.000/mês,Cond. R$ 2.289 • IPTU R$ 1.140
2588407626.0,https://www.vivareal.com.br/imovel/sala-comercial-itaim-bibi-sao-paulo-com-garagem-230m2-aluguel-RS16002-id-2588407626/,renting,"Rua Joaquim Floriano - Itaim Bibi, São Paulo",230 m²,,4,5,R$ 16.002/mês,Cond. R$ 2.629 • IPTU R$ 1.160
,,renting,"Avenida Doutor Cardoso de Melo - Vila Olímpia, São Paulo",133 m²,,2,2,R$ 8.000/mês,Cond. R$ 3.341 • IPTU R$ 1.836
2650454096.0,https://www.vivareal.com.br/imovel/sala-comercial-vila-olimpia-sao-paulo-com-garagem-1755m2-aluguel-RS175001-id-2650454096/,renting,"Rua Ramos Batista - Vila Olímpia, São Paulo",1755 m²,,3,3,R$ 175.001/mês,Cond. R$ 1.200 • IPTU R$ 1.501
2579531041.0,https://www.vivareal.com.br/imovel/sala-comercial-vila-cordeiro-sao-paulo-com-garagem-70m2-aluguel-RS5212-id-2579531041/,renting,"Avenida Doutor Chucri Zaidan - Vila Cordeiro, São Paulo",70 m²,,1,2,R$ 5.212/mês,Cond. R$ 1.226 • IPTU R$ 634
2707836556.0,https://www.vivareal.com.br/imovel/flat-1-quartos-indianopolis-sao-paulo-com-garagem-42m2-aluguel-RS3300-id-2707836556/,renting,"Avenida Rouxinol - Indianópolis, São Paulo",42 m²,1,1,1,R$ 3.300/mês,Cond. R$ 1.500 • IPTU R$ 200
,,renting,"Rua Funchal - Vila Olímpia, São Paulo",73 m²,,2,2,R$ 4.768/mês,Cond. R$ 1.235 • IPTU R$ 951
2631151064.0,https://www.vivareal.com.br/imovel/sala-comercial-vila-olimpia-sao-paulo-com-garagem-46m2-aluguel-RS1800-id-2631151064/,renting,"Rua Helena - Vila Olímpia, São Paulo",46 m²,,2,1,R$ 1.800/mês,Cond. R$ 1.177 • IPTU R$ 503
2612256075.0,https://www.vivareal.com.br/imovel/apartamento-4-quartos-santana-sao-paulo-com-garagem-189m2-venda-RS1900000-id-2612256075/,renting,"Rua Alfredo Pujol - Santana, São Paulo",189 m²,4,5,3,R$ 9.000/mês,Cond. R$ 1.800 • IPTU R$ 920
2533446237.0,https://www.vivareal.com.br/imovel/sala-comercial-bela-vista-sao-paulo-125m2-venda-RS1900000-id-2533446237/,renting," - Bela Vista, São Paulo",125 m²,,2,,R$ 10.500/mês,IPTU R$ 944
2711656821.0,https://www.vivareal.com.br/imovel/sala-comercial-jardim-paulista-sao-paulo-com-garagem-37m2-aluguel-RS2200-id-2711656821/,renting,"Rua José Maria Lisboa - Jardim Paulista, São Paulo",37 m²,,1,1,R$ 2.200/mês,Cond. R$ 825 • IPTU R$ 405
,,renting,"Rua Doutor Olavo Egídio - Santana, São Paulo",50-55 m²,1-2,1-2,1,R$ 2.947/mês,Cond. R$ 2.154 • IPTU R$ 399
2792126245.0,https://www.vivareal.com.br/imovel/flat-1-quartos-vila-uberabinha-sao-paulo-com-garagem-52m2-aluguel-RS2900-id-2792126245/,renting,"Rua Araguari - Vila Uberabinha, São Paulo",52 m²,1,1,1,R$ 2.900/mês,Cond. R$ 1.400 • IPTU R$ 300
2688670242.0,https://www.vivareal.com.br/imovel/sala-comercial-itaim-bibi-sao-paulo-com-garagem-110m2-aluguel-RS12000-id-2688670242/,renting,"Avenida Brigadeiro Faria Lima - Itaim Bibi, São Paulo",110 m²,,2,1,R$ 12.000/mês,Cond. R$ 2.175 • IPTU R$ 959
2523098258.0,https://www.vivareal.com.br/imovel/sala-comercial-1-quartos-vila-olimpia-sao-paulo-com-garagem-240m2-aluguel-RS19999-id-2523098258/,renting,"Avenida Doutor Cardoso de Melo - Vila Olímpia, São Paulo",240 m²,1,5,7,R$ 19.999/mês,Cond. R$ 4.159 • IPTU R$ 2.449
2508431485.0,https://www.vivareal.com.br/imovel/sala-comercial-1-quartos-vila-olimpia-sao-paulo-com-garagem-250m2-aluguel-RS18999-id-2508431485/,renting,"Rua Gomes de Carvalho - Vila Olímpia, São Paulo",250 m²,1,6,15,R$ 18.999/mês,Cond. R$ 5.009 • IPTU R$ 2.509
,,renting,"Rua Aroaba - Vila Leopoldina, São Paulo",890 m²,,4-8,4-8,R$ 48.000/mês,IPTU R$ 3.179
,,renting,"Avenida Brigadeiro Faria Lima - Itaim Bibi, São Paulo",114 m²,,,1,R$ 10.500/mês,Cond. R$ 2.544 • IPTU R$ 1.042
,,renting,"Avenida Doutor Cardoso de Melo - Vila Olímpia, São Paulo",75 m²,,2,2,R$ 5.200/mês,Cond. R$ 1.251 • IPTU R$ 702
2635867133.0,https://www.vivareal.com.br/imovel/sala-comercial-indianopolis-sao-paulo-com-garagem-136m2-aluguel-RS16000-id-2635867133/,renting,"Avenida Lavandisca - Indianópolis, São Paulo",136 m²,,2,4,R$ 16.000/mês,Cond. R$ 3.185 • IPTU R$ 2.813
2501506812.0,https://www.vivareal.com.br/imovel/flat-1-quartos-vila-uberabinha-sao-paulo-com-garagem-52m2-aluguel-RS4000-id-2501506812/,renting,"Rua Araguari - Vila Uberabinha, São Paulo",52 m²,1,1,1,R$ 4.000/mês,Cond. R$ 2.200 • IPTU R$ 300
2790823639.0,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-olimpia-sao-paulo-com-garagem-73m2-aluguel-RS4996-id-2790823639/,renting,"Rua Casa do Ator - Vila Olímpia, São Paulo",73 m²,3,2,2,R$ 4.996/mês,Cond. R$ 1.100 • IPTU R$ 347
2639822898.0,https://www.vivareal.com.br/imovel/sala-comercial-paraiso-sao-paulo-com-garagem-79m2-aluguel-RS4898-id-2639822898/,renting,"Rua do Paraíso - Paraíso, São Paulo",79 m²,,2,2,R$ 4.898/mês,Cond. R$ 2.800 • IPTU R$ 1.800
,,renting,"Rua Alvorada - Vila Olímpia, São Paulo",142 m²,,3,3,R$ 10.000/mês,Cond. R$ 2.625 • IPTU R$ 1.616
2763322117.0,https://www.vivareal.com.br/imovel/cobertura-1-quartos-vila-olimpia-zona-sul-sao-paulo-com-garagem-135m2-venda-RS2320000-id-2763322117/,renting,"Avenida Doutor Cardoso de Melo - Vila Olímpia, São Paulo",135 m²,1,1,2,R$ 14.000/mês,Cond. R$ 2.012 • IPTU R$ 6.880
2660992541.0,https://www.vivareal.com.br/imovel/sala-comercial-itaim-bibi-zona-sul-sao-paulo-com-garagem-358m2-aluguel-RS78801-id-2660992541/,renting,"Avenida Brigadeiro Faria Lima - Itaim Bibi, São Paulo",358 m²,,4,10,R$ 78.801/mês,Cond. R$ 9.250 • IPTU R$ 9.859
2790788164.0,https://www.vivareal.com.br/imovel/cobertura-4-quartos-chacara-klabin-zona-sul-sao-paulo-com-garagem-350m2-aluguel-RS30999-id-2790788164/,renting,"Rua Pedro Pomponazzi - Jardim Vila Mariana, São Paulo",350 m²,4,3,4,R$ 30.999/mês,Cond. R$ 3.600 • IPTU R$ 3.400
1037614941.0,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-paulista-sao-paulo-com-garagem-89m2-aluguel-RS5600-id-1037614941/,renting,"Alameda Jaú - Jardim Paulista, São Paulo",89 m²,2,2,1,R$ 5.600/mês,Cond. R$ 1.730 • IPTU R$ 330
2567703569.0,https://www.vivareal.com.br/imovel/galpao-deposito-armazem-vila-romana-sao-paulo-com-garagem-425m2-venda-RS1600000-id-2567703569/,renting,"Rua Camilo - Vila Romana, São Paulo",425 m²,,2,1,R$ 16.000/mês,IPTU R$ 542
2778222017.0,https://www.vivareal.com.br/imovel/flat-1-quartos-jardim-paulista-sao-paulo-com-garagem-30m2-aluguel-RS3400-id-2778222017/,renting,"Alameda Lorena - Jardim Paulista, São Paulo",30 m²,1,1,1,R$ 3.400/mês,Cond. R$ 1.900 • IPTU R$ 200
2583618067.0,https://www.vivareal.com.br/imovel/sala-comercial-santo-amaro-sao-paulo-com-garagem-109m2-aluguel-RS6500-id-2583618067/,renting,"Rua Henri Dunant - Santo Amaro, São Paulo",109 m²,,4,3,R$ 6.500/mês,Cond. R$ 1.139 • IPTU R$ 964
2687145656.0,https://www.vivareal.com.br/imovel/imovel-comercial-vila-monte-alegre-sao-paulo-30m2-aluguel-RS1000-id-2687145656/,renting,"Avenida Fagundes Filho - Vila Monte Alegre, São Paulo",30 m²,,1,,R$ 1.000/mês,Cond. R$ 50 • IPTU R$ 202
2555629440.0,https://www.vivareal.com.br/imovel/ponto-comercial-cidade-moncoes-sao-paulo-38m2-aluguel-RS3500-id-2555629440/,renting,"Rua Flórida - Cidade Monções, São Paulo",38 m²,,1,,R$ 3.500/mês,IPTU R$ 407
,,renting,"Rua Bela Cintra - Consolação, São Paulo",200 m²,,2-4,2-3,R$ 6.000/mês,Cond. R$ 5.595 • IPTU R$ 1.305
2705929282.0,https://www.vivareal.com.br/imovel/sala-comercial-moema-sao-paulo-com-garagem-100m2-aluguel-RS7000-id-2705929282/,renting,"Avenida Moema - Moema, São Paulo",100 m²,,3,2,R$ 7.000/mês,Cond. R$ 1.860 • IPTU R$ 1.064
2661386368.0,https://www.vivareal.com.br/imovel/ponto-comercial-vila-olimpia-sao-paulo-com-garagem-180m2-aluguel-RS15000-id-2661386368/,renting,"Avenida Doutor Cardoso de Melo - Vila Olímpia, São Paulo",180 m²,,4,2,R$ 15.000/mês,IPTU R$ 18.000
,,renting,"Alameda Lorena - Jardim Paulista, São Paulo",45 m²,1,1,1,R$ 3.500/mês,Cond. R$ 1.700 • IPTU R$ 230
2698661617.0,https://www.vivareal.com.br/imovel/predio-comercial-campos-eliseos-sao-paulo-514m2-aluguel-RS12000-id-2698661617/,renting,"Alameda Barão de Piracicaba - Campos Elíseos, São Paulo",514 m²,,,,R$ 12.000/mês,IPTU R$ 3.032
2577583721.0,https://www.vivareal.com.br/imovel/sala-comercial-pinheiros-sao-paulo-com-garagem-120m2-aluguel-RS6500-id-2577583721/,renting,"Praça João Nassar - Pinheiros, São Paulo",120 m²,,3,1,R$ 6.500/mês,Cond. R$ 2.100 • IPTU R$ 993
2626701061.0,https://www.vivareal.com.br/imovel/sala-comercial-pinheiros-sao-paulo-com-garagem-120m2-aluguel-RS7200-id-2626701061/,renting,"Rua Alves Guimarães - Pinheiros, São Paulo",120 m²,,3,4,R$ 7.200/mês,Cond. R$ 3.600 • IPTU R$ 1.086
2567131376.0,https://www.vivareal.com.br/imovel/sala-comercial-cerqueira-cesar-sao-paulo-com-garagem-100m2-aluguel-RS6500-id-2567131376/,renting,"Alameda Santos - Cerqueira César, São Paulo",100 m²,,4,2,R$ 6.500/mês,Cond. R$ 2.550 • IPTU R$ 1.439
,,renting,"Rua Doutor Edgard Theotonio Santana - Parque Industrial Tomas Edson, São Paulo",4816 m²,,0-8,15-20,R$ 173.000/mês,IPTU R$ 195.330
2567500530.0,https://www.vivareal.com.br/imovel/sala-comercial-vila-olimpia-sao-paulo-com-garagem-230m2-aluguel-RS13000-id-2567500530/,renting,"Rua Funchal - Vila Olímpia, São Paulo",230 m²,,4,5,R$ 13.000/mês,Cond. R$ 3.600 • IPTU R$ 1.700
2557691137.0,https://www.vivareal.com.br/imovel/sala-comercial-republica-sao-paulo-23m2-aluguel-RS1610-id-2557691137/,renting,"Praça da República - República, São Paulo",23 m²,,,,R$ 1.610/mês,Cond. R$ 290
,,renting,"Avenida Brigadeiro Luís Antônio - Jardim Paulista, São Paulo",120 m²,,2,4,R$ 10.440/mês,Cond. R$ 2.500 • IPTU R$ 1.283
2715682424.0,https://www.vivareal.com.br/imovel/sala-comercial-vila-olimpia-sao-paulo-com-garagem-130m2-aluguel-RS7500-id-2715682424/,renting,"Rua Casa do Ator - Vila Olímpia, São Paulo",130 m²,,3,2,R$ 7.500/mês,Cond. R$ 2.200 • IPTU R$ 1.400
