id,link,operation,address,size,dorms,toilets,garage,price,additional_costs
2792137818.0,https://www.vivareal.com.br/imovel/cobertura-2-quartos-jardim-paulista-sao-paulo-com-garagem-120m2-aluguel-RS9996-id-2792137818/,renting,"Rua Batataes - Jardim Paulista, São Paulo",120 m²,2,3,3,R$ 9.996/mês,Cond. R$ 5.703 • IPTU R$ 1.252
2617367393.0,https://www.vivareal.com.br/imovel/sala-comercial-moema-sao-paulo-com-garagem-150m2-aluguel-RS16750-id-2617367393/,renting,"Avenida Moema - Moema, São Paulo",150 m²,,5,3,R$ 16.750/mês,Cond. R$ 3.600 • IPTU R$ 2.100
2703318180.0,https://www.vivareal.com.br/imovel/sala-comercial-itaim-bibi-sao-paulo-com-garagem-110m2-aluguel-RS13600-id-2703318180/,renting,"Rua Urussuí - Itaim Bibi, São Paulo",110 m²,,4,4,R$ 13.600/mês,Cond. R$ 2.800 • IPTU R$ 1.319
2622648374.0,https://www.vivareal.com.br/imovel/sala-comercial-vila-olimpia-sao-paulo-com-garagem-210m2-aluguel-RS11200-id-2622648374/,renting,"Rua Helena - Vila Olímpia, São Paulo",210 m²,,4,4,R$ 11.200/mês,Cond. R$ 2.875 • IPTU R$ 1.500
2753409322.0,https://www.vivareal.com.br/imovel/flat-1-quartos-itaim-bibi-sao-paulo-com-garagem-40m2-aluguel-RS6100-id-2753409322/,renting,"Rua Leopoldo Couto Magalhães Júnior - Itaim Bibi, São Paulo",40 m²,1,1,1,R$ 6.100/mês,Cond. R$ 1
,,renting,"Rua Fidêncio Ramos - Vila Olímpia, São Paulo",98 m²,,1-2,3,R$ 8.500/mês,Cond. R$ 2.530 • IPTU R$ 1.500
2623946312.0,https://www.vivareal.com.br/imovel/sala-comercial-moema-sao-paulo-com-garagem-50m2-aluguel-RS3000-id-2623946312/,renting,"Avenida Moema - Moema, São Paulo",50 m²,,2,1,R$ 3.000/mês,Cond. R$ 1.355 • IPTU R$ 790
2628965661.0,https://www.vivareal.com.br/imovel/sala-comercial-cidade-moncoes-sao-paulo-com-garagem-96m2-aluguel-RS8160-id-2628965661/,renting,"Rua Quintana - Cidade Monções, São Paulo",96 m²,,2,3,R$ 8.160/mês,Cond. R$ 2.904 • IPTU R$ 1.126
2755350720.0,https://www.vivareal.com.br/imovel/flat-1-quartos-moema-sao-paulo-com-garagem-37m2-aluguel-RS4200-id-2755350720/,renting,"Avenida Ibijaú - Moema, São Paulo",37 m²,1,1,1,R$ 4.200/mês,Cond. R$ 1
2648878075.0,https://www.vivareal.com.br/imovel/sala-comercial-cidade-moncoes-sao-paulo-com-garagem-187m2-aluguel-RS8433-id-2648878075/,renting,"Rua Geraldo Flausino Gomes - Cidade Monções, São Paulo",187 m²,,3,4,R$ 8.433/mês,Cond. R$ 1.750 • IPTU R$ 1.676
,,renting,"Rua Olimpíadas - Vila Olímpia, São Paulo",252 m²,,2-5,6,R$ 18.001/mês,Cond. R$ 4.990 • IPTU R$ 2.171
2629510869.0,https://www.vivareal.com.br/imovel/sala-comercial-itaim-bibi-sao-paulo-com-garagem-207m2-aluguel-RS15350-id-2629510869/,renting,"Rua Joaquim Floriano - Itaim Bibi, São Paulo",207 m²,,6,8,R$ 15.350/mês,Cond. R$ 4.151 • IPTU R$ 2.215
2726018894.0,https://www.vivareal.com.br/imovel/flat-1-quartos-itaim-bibi-sao-paulo-com-garagem-40m2-aluguel-RS6400-id-2726018894/,renting,"Rua Leopoldo Couto Magalhães Júnior - Itaim Bibi, São Paulo",40 m²,1,1,1,R$ 6.400/mês,Cond. R$ 1.300 • IPTU R$ 300
,,renting,"Avenida Paulista - Bela Vista, São Paulo",157 m²,,2-4,4,R$ 10.000/mês,Cond. R$ 4.000 • IPTU R$ 4.490
2790523924.0,https://www.vivareal.com.br/imovel/apartamento-1-quartos-republica-sao-paulo-28m2-venda-RS380000-id-2790523924/,renting,"Rua Rego Freitas - República, São Paulo",28 m²,1,1,,R$ 2.500/mês,Cond. R$ 380 • IPTU R$ 70
2661117983.0,https://www.vivareal.com.br/imovel/sala-comercial-itaim-bibi-sao-paulo-com-garagem-545m2-venda-RS10460000-id-2661117983/,renting,"Rua Iguatemi - Itaim Bibi, São Paulo",545 m²,,7,14,R$ 38.152/mês,Cond. R$ 5.450 • IPTU R$ 2.180
2567499120.0,https://www.vivareal.com.br/imovel/sala-comercial-itaim-bibi-sao-paulo-com-garagem-128m2-aluguel-RS11000-id-2567499120/,renting,"Rua Tabapuã - Itaim Bibi, São Paulo",128 m²,,2,2,R$ 11.000/mês,Cond. R$ 2.500 • IPTU R$ 1.200
2790729721.0,https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-nova-conceicao-sao-paulo-com-garagem-50m2-aluguel-RS6498-id-2790729721/,renting,"Rua Doutor Eduardo de Souza Aranha - Vila Nova Conceição, São Paulo",50 m²,1,1,1,R$ 6.498/mês,Cond. R$ 1.110 • IPTU R$ 315
,,renting,"Rua Iguatemi - Itaim Bibi, São Paulo",200 m²,,4,6,R$ 13.850/mês,Cond. R$ 4.622 • IPTU R$ 1.887
2703703705.0,https://www.vivareal.com.br/imovel/sala-comercial-centro-sao-paulo-150m2-aluguel-RS2000-id-2703703705/,renting,"Rua Boa Vista - Centro, São Paulo",150 m²,,1,,R$ 2.000/mês,Cond. R$ 2.115 • IPTU R$ 346
,,renting,"Alameda Vicente Pinzon - Vila Olímpia, São Paulo",93 m²,,2-3,2,R$ 5.100/mês,Cond. R$ 1.600 • IPTU R$ 466
,,renting,"Alameda Itu - Jardim Paulista, São Paulo",140 m²,,2,2,R$ 16.561/mês,Cond. R$ 4.373 • IPTU R$ 2.814
,,renting,"Rua George Ohm - Cidade Monções, São Paulo",260 m²,,6,8,R$ 23.400/mês,Cond. R$ 6.528 • IPTU R$ 3.357
,,renting,"Rua Viradouro - Itaim Bibi, São Paulo",117 m²,2,3,2,R$ 12.998/mês,Cond. R$ 3.500 • IPTU R$ 1.000
2582256786.0,https://www.vivareal.com.br/imovel/sala-comercial-vila-olimpia-sao-paulo-com-garagem-215m2-aluguel-RS19350-id-2582256786/,renting,"Rua Olimpíadas - Vila Olímpia, São Paulo",215 m²,,7,9,R$ 19.350/mês,Cond. R$ 6.520 • IPTU R$ 2.621
2583520498.0,https://www.vivareal.com.br/imovel/sala-comercial-itaim-bibi-sao-paulo-com-garagem-250m2-aluguel-RS25002-id-2583520498/,renting,"Rua Iaiá - Itaim Bibi, São Paulo",250 m²,,2,4,R$ 25.002/mês,Cond. R$ 5.000 • IPTU R$ 2.551
2652338525.0,https://www.vivareal.com.br/imovel/sala-comercial-vila-olimpia-sao-paulo-com-garagem-305m2-aluguel-RS19971-id-2652338525/,renting,"Alameda Vicente Pinzon - Vila Olímpia, São Paulo",305 m²,,6,7,R$ 19.971/mês,Cond. R$ 1.900 • IPTU R$ 1.000
2639824159.0,https://www.vivareal.com.br/imovel/sala-comercial-vila-olimpia-sao-paulo-com-garagem-180m2-aluguel-RS12000-id-2639824159/,renting,"Rua Alvorada - Vila Olímpia, São Paulo",180 m²,,4,4,R$ 12.000/mês,Cond. R$ 2.102 • IPTU R$ 1.645
,,renting,"Alameda Campinas - Jardim Paulista, São Paulo",128 m²,,2-3,4-6,R$ 18.500/mês,Cond. R$ 2.420 • IPTU R$ 1.120
2624256092.0,https://www.vivareal.com.br/imovel/sala-comercial-barra-funda-sao-paulo-90m2-aluguel-RS3700-id-2624256092/,renting,"Rua do Bosque - Barra Funda, São Paulo",90 m²,,2,,R$ 3.700/mês,Cond. R$ 400 • IPTU R$ 260
,,renting,"Rua Guaraiúva - Cidade Monções, São Paulo",193 m²,,4,5,R$ 13.897/mês,Cond. R$ 2.000 • IPTU R$ 1.850
2611388883.0,https://www.vivareal.com.br/imovel/sala-comercial-jardim-paulistano-sao-paulo-com-garagem-120m2-aluguel-RS10500-id-2611388883/,renting,"Avenida Brigadeiro Faria Lima - Jardim Paulistano, São Paulo",120 m²,,3,2,R$ 10.500/mês,Cond. R$ 2.500 • IPTU R$ 700
2708767477.0,https://www.vivareal.com.br/imovel/imovel-comercial-2-quartos-parque-da-mooca-sao-paulo-com-garagem-135m2-aluguel-RS6800-id-2708767477/,renting,"Rua Celso de Azevedo Marques - Parque da Mooca, São Paulo",135 m²,2,2,2,R$ 6.800/mês,
2582782425.0,https://www.vivareal.com.br/imovel/sala-comercial-vila-olimpia-sao-paulo-com-garagem-160m2-aluguel-RS14003-id-2582782425/,renting,"Rua Olimpíadas - Vila Olímpia, São Paulo",160 m²,,3,4,R$ 14.003/mês,Cond. R$ 6.529 • IPTU R$ 2.629
2623819413.0,https://www.vivareal.com.br/imovel/flat-1-quartos-consolacao-sao-paulo-com-garagem-40m2-aluguel-RS3600-id-2623819413/,renting,"Rua da Consolação - Consolação, São Paulo",40 m²,1,1,1,R$ 3.600/mês,Cond. R$ 1.200 • IPTU R$ 200
,,renting,"Rua Geraldo Flausino Gomes - Cidade Monções, São Paulo",204 m²,,4,4,R$ 8.500/mês,Cond. R$ 2.498 • IPTU R$ 2.173
,,renting,"Rua Urussuí - Itaim Bibi, São Paulo",266 m²,,4-6,6,R$ 20.000/mês,Cond. R$ 5.500 • IPTU R$ 2.800
,,renting,"Rua Valois de Castro - Vila Nova Conceição, São Paulo",120 m²,,2-3,1,R$ 9.000/mês,IPTU R$ 650
1723865480.0,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-paulista-sao-paulo-com-garagem-160m2-aluguel-RS8500-id-1723865480/,renting,"Alameda Lorena - Jardim Paulista, São Paulo",160 m²,3,3,2,R$ 8.500/mês,Cond. R$ 1.672 • IPTU R$ 646
2593176876.0,https://www.vivareal.com.br/imovel/lote-terreno-vila-gomes-cardim-sao-paulo-243m2-aluguel-RS14000-id-2593176876/,renting,"Rua Antônio Camardo - Vila Gomes Cardim, São Paulo",243 m²,,,,R$ 14.000/mês,IPTU R$ 1.500
2660996396.0,https://www.vivareal.com.br/imovel/sala-comercial-itaim-bibi-sao-paulo-com-garagem-217m2-aluguel-RS15002-id-2660996396/,renting,"Rua Tabapuã - Itaim Bibi, São Paulo",217 m²,,3,2,R$ 15.002/mês,Cond. R$ 2.500 • IPTU R$ 1.511
2573094469.0,https://www.vivareal.com.br/imovel/sala-comercial-pinheiros-sao-paulo-com-garagem-200m2-aluguel-RS14700-id-2573094469/,renting,"Rua Mourato Coelho - Pinheiros, São Paulo",200 m²,,4,4,R$ 14.700/mês,Cond. R$ 3.300 • IPTU R$ 1.000
2672128108.0,https://www.vivareal.com.br/imovel/casa-4-quartos-cidade-sao-francisco-sao-paulo-com-garagem-350m2-venda-RS1990000-id-2672128108/,renting,"Rua Doutor Guilherme Spilborghs - Cidade São Francisco, São Paulo",350 m²,4,7,3,R$ 12.400/mês,IPTU R$ 786
2567500884.0,https://www.vivareal.com.br/imovel/sala-comercial-vila-olimpia-sao-paulo-com-garagem-210m2-aluguel-RS14500-id-2567500884/,renting,"Rua Gomes de Carvalho - Vila Olímpia, São Paulo",210 m²,,4,3,R$ 14.500/mês,Cond. R$ 4.000 • IPTU R$ 2.360
2733721073.0,https://www.vivareal.com.br/imovel/sobrado-4-quartos-mooca-sao-paulo-com-garagem-342m2-venda-RS2300000-id-2733721073/,renting," - Mooca, São Paulo",342 m²,4,5,3,R$ 7.990/mês,IPTU R$ 1.167
2635438627.0,https://www.vivareal.com.br/imovel/sala-comercial-itaim-bibi-sao-paulo-com-garagem-230m2-aluguel-RS14260-id-2635438627/,renting,"Avenida Brigadeiro Faria Lima - Itaim Bibi, São Paulo",230 m²,,5,1,R$ 14.260/mês,Cond. R$ 4.600 • IPTU R$ 1.662
,,renting,"Avenida Doutor Cardoso de Melo - Vila Olímpia, São Paulo",35 m²,1,1,1,R$ 4.060/mês,Cond. R$ 1.200 • IPTU R$ 340
2778221845.0,https://www.vivareal.com.br/imovel/flat-1-quartos-jardim-paulista-sao-paulo-com-garagem-30m2-aluguel-RS3400-id-2778221845/,renting,"Alameda Lorena - Jardim Paulista, São Paulo",30 m²,1,1,1,R$ 3.400/mês,Cond. R$ 1.900 • IPTU R$ 200
2567131308.0,https://www.vivareal.com.br/imovel/predio-comercial-consolacao-sao-paulo-com-garagem-4460m2-venda-RS85000000-id-2567131308/,renting,"Rua Frei Caneca - Consolação, São Paulo",4460 m²,,,42,R$ 420.000/mês,IPTU R$ 26.090
2628718770.0,https://www.vivareal.com.br/imovel/sala-comercial-pinheiros-sao-paulo-com-garagem-218m2-aluguel-RS22000-id-2628718770/,renting,"Rua Álvaro Anes - Pinheiros, São Paulo",218 m²,,3,8,R$ 22.000/mês,Cond. R$ 6.850 • IPTU R$ 1.815
2662558978.0,https://www.vivareal.com.br/imovel/sala-comercial-vila-olimpia-sao-paulo-com-garagem-180m2-aluguel-RS14401-id-2662558978/,renting,"Rua Gomes de Carvalho - Vila Olímpia, São Paulo",180 m²,,6,3,R$ 14.401/mês,Cond. R$ 2.000 • IPTU R$ 1.500
2763335860.0,https://www.vivareal.com.br/imovel/apartamento-2-quartos-cidade-moncoes-sao-paulo-com-garagem-108m2-aluguel-RS12500-id-2763335860/,renting,"Rua Sansão Alves dos Santos - Cidade Monções, São Paulo",108 m²,2,2,2,R$ 12.500/mês,Cond. R$ 2.000 • IPTU R$ 500
2791321816.0,https://www.vivareal.com.br/imovel/apartamento-1-quartos-brooklin-paulista-sao-paulo-com-garagem-36m2-aluguel-RS3497-id-2791321816/,renting,"Rua Guararapes - Brooklin Paulista, São Paulo",36 m²,1,1,1,R$ 3.497/mês,Cond. R$ 750 • IPTU R$ 256
2790797469.0,https://www.vivareal.com.br/imovel/sala-comercial-ibirapuera-zona-sul-sao-paulo-37m2-venda-RS500000-id-2790797469/,renting," - Santo Amaro, São Paulo",37 m²,,1,,R$ 2.900/mês,Cond. R$ 1.242 • IPTU R$ 5.412
2792409220.0,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-olimpia-zona-sul-sao-paulo-com-garagem-71m2-aluguel-RS6448-id-2792409220/,renting,"Rua Clodomiro Amazonas - Vila Nova Conceição, São Paulo",71 m²,2,2,2,R$ 6.448/mês,Cond. R$ 1.695 • IPTU R$ 384
2770418479.0,https://www.vivareal.com.br/imovel/galpao-deposito-armazem-lapa-zona-oeste-sao-paulo-com-garagem-1337m2-aluguel-RS50000-id-2770418479/,renting,"Rua Hugo D'Antola - Lapa, São Paulo",1337 m²,,,16,R$ 50.000/mês,IPTU R$ 8.747
,,renting,"Rua Sansão Alves dos Santos - Cidade Monções, São Paulo",104 m²,,2,2,R$ 4.500/mês,Cond. R$ 2.570 • IPTU R$ 1.353
2693756438.0,https://www.vivareal.com.br/imovel/sala-comercial-pinheiros-sao-paulo-com-garagem-150m2-aluguel-RS13500-id-2693756438/,renting,"Rua Pais Leme - Pinheiros, São Paulo",150 m²,,2,4,R$ 13.500/mês,Cond. R$ 3.208 • IPTU R$ 2.329
2676858595.0,https://www.vivareal.com.br/imovel/sala-comercial-vila-olimpia-sao-paulo-com-garagem-227m2-aluguel-RS18000-id-2676858595/,renting,"Rua do Rocio - Vila Olímpia, São Paulo",227 m²,,3,8,R$ 18.000/mês,Cond. R$ 7.300 • IPTU R$ 3.100
,,renting,"Rua Pais de Araújo - Itaim Bibi, São Paulo",76 m²,,2,2,R$ 14.000/mês,Cond. R$ 3.229 • IPTU R$ 1.500
,,renting,"Rua da Consolação - Cerqueira César, São Paulo",33 m²,1,1,1,R$ 3.500/mês,Cond. R$ 955 • IPTU R$ 205
2711832749.0,https://www.vivareal.com.br/imovel/sala-comercial-pinheiros-sao-paulo-com-garagem-144m2-aluguel-RS11000-id-2711832749/,renting,"Rua Cardeal Arcoverde - Pinheiros, São Paulo",144 m²,,3,5,R$ 11.000/mês,Cond. R$ 3.635 • IPTU R$ 1.770
2630529890.0,https://www.vivareal.com.br/imovel/imovel-comercial-santa-teresinha-sao-paulo-800m2-venda-RS3500000-id-2630529890/,renting,"Rua Francisca Biriba - Santa Teresinha, São Paulo",800 m²,,5,,R$ 20.000/mês,IPTU R$ 1.434
,,renting,"Rua Funchal - Vila Olímpia, São Paulo",184 m²,,7,4,R$ 20.900/mês,Cond. R$ 3.075 • IPTU R$ 1.229
,,renting,"Rua Geraldo Flausino Gomes - Cidade Monções, São Paulo",187 m²,,0-4,4,R$ 8.434/mês,Cond. R$ 1.550 • IPTU R$ 1.585
2628407757.0,https://www.vivareal.com.br/imovel/sala-comercial-itaim-bibi-sao-paulo-com-garagem-226m2-aluguel-RS75000-id-2628407757/,renting,"Avenida Horácio Lafer - Itaim Bibi, São Paulo",226 m²,,4,8,R$ 75.000/mês,Cond. R$ 5.501 • IPTU R$ 1.500
2645659981.0,https://www.vivareal.com.br/imovel/imovel-comercial-vila-marieta-sao-paulo-360m2-aluguel-RS6000-id-2645659981/,renting,"Avenida São Miguel - Vila Marieta, São Paulo",360 m²,,1,,R$ 6.000/mês,IPTU R$ 900
2621504084.0,https://www.vivareal.com.br/imovel/sala-comercial-itaim-bibi-sao-paulo-com-garagem-195m2-aluguel-RS19500-id-2621504084/,renting,"Rua Iguatemi - Itaim Bibi, São Paulo",195 m²,,4,5,R$ 19.500/mês,Cond. R$ 4.018 • IPTU R$ 2.147
,,renting,"Rua Doutor Chibata Miyakoshi - Paraíso do Morumbi, São Paulo",34 m²,1,1,0-1,R$ 2.515/mês,Cond. R$ 1.250 • IPTU R$ 135
2617421604.0,https://www.vivareal.com.br/imovel/sobrado-3-quartos-ipiranga-sao-paulo-com-garagem-136m2-aluguel-RS3500-id-2617421604/,renting,"Rua Clemente Pereira - Ipiranga, São Paulo",136 m²,3,4,1,R$ 3.500/mês,IPTU R$ 300
2628971456.0,https://www.vivareal.com.br/imovel/sala-comercial-pinheiros-sao-paulo-com-garagem-62m2-aluguel-RS4700-id-2628971456/,renting,"Rua Artur de Azevedo - Pinheiros, São Paulo",62 m²,,2,2,R$ 4.700/mês,Cond. R$ 1.690 • IPTU R$ 879
2575787337.0,https://www.vivareal.com.br/imovel/sala-comercial-sumarezinho-sao-paulo-com-garagem-100m2-venda-RS1800000-id-2575787337/,renting,"Rua Purpurina - Sumarezinho, São Paulo",100 m²,,3,2,R$ 8.000/mês,Cond. R$ 1.641 • IPTU R$ 936
2725243441.0,https://www.vivareal.com.br/imovel/sala-comercial-vila-sao-francisco-zona-sul-sao-paulo-com-garagem-90m2-aluguel-RS7200-id-2725243441/,renting,"Avenida Doutor Chucri Zaidan - Vila São Francisco (Zona Sul), São Paulo",90 m²,,2,2,R$ 7.200/mês,Cond. R$ 1.487 • IPTU R$ 798
,,renting,"Rua Gomes de Carvalho - Vila Olímpia, São Paulo",245 m²,,4,6-7,R$ 16.000/mês,Cond. R$ 3.939 • IPTU R$ 1.353
2633260999.0,https://www.vivareal.com.br/imovel/sala-comercial-santo-amaro-sao-paulo-com-garagem-200m2-aluguel-RS13200-id-2633260999/,renting,"Avenida Santo Amaro - Santo Amaro, São Paulo",200 m²,,4,6,R$ 13.200/mês,Cond. R$ 4.000 • IPTU R$ 2.400
2628592435.0,https://www.vivareal.com.br/imovel/sala-comercial-vila-sao-francisco-zona-sul-sao-paulo-com-garagem-104m2-aluguel-RS10000-id-2628592435/,renting,"Rua Enxovia - Vila São Francisco (Zona Sul), São Paulo",104 m²,,3,2,R$ 10.000/mês,Cond. R$ 932 • IPTU R$ 834
,,renting,"Rua Harmonia - Sumarezinho, São Paulo",164 m²,,2,2,R$ 16.400/mês,Cond. R$ 2.557 • IPTU R$ 1.937
2632433364.0,https://www.vivareal.com.br/imovel/sala-comercial-itaim-bibi-sao-paulo-com-garagem-2450m2-aluguel-RS215002-id-2632433364/,renting,"Rua Iaiá - Itaim Bibi, São Paulo",2450 m²,,21,20,R$ 215.002/mês,Cond. R$ 70.000 • IPTU R$ 40.001
2623917889.0,https://www.vivareal.com.br/imovel/predio-comercial-centro-sao-paulo-3000m2-aluguel-RS128000-id-2623917889/,renting,"Rua Quinze de Novembro - Centro, São Paulo",3000 m²,,,,R$ 128.000/mês,IPTU R$ 10.000
,,renting,"Rua Funchal - Vila Olímpia, São Paulo",50 m²,1,1,1,R$ 15.998/mês,Cond. R$ 2.000
,,renting,"Rua Batataes - Jardim Paulista, São Paulo",35-38 m²,1,1,1,R$ 3.500/mês,Cond. R$ 1.700 • IPTU R$ 300
2698202477.0,https://www.vivareal.com.br/imovel/sala-comercial-pinheiros-sao-paulo-com-garagem-160m2-aluguel-RS18000-id-2698202477/,renting,"Rua Cunha Gago - Pinheiros, São Paulo",160 m²,,3,4,R$ 18.000/mês,Cond. R$ 5.050 • IPTU R$ 1.620
2674905103.0,https://www.vivareal.com.br/imovel/ponto-comercial-saude-sao-paulo-com-garagem-100m2-aluguel-RS6000-id-2674905103/,renting,"Avenida do Cursino - Saúde, São Paulo",100 m²,,2,2,R$ 6.000/mês,IPTU R$ 280
,,renting,"Avenida Brigadeiro Faria Lima - Jardim Paulistano, São Paulo",150 m²,,2,,R$ 15.000/mês,Cond. R$ 5.000 • IPTU R$ 1.400
2688917413.0,https://www.vivareal.com.br/imovel/sala-comercial-vila-clementino-sao-paulo-com-garagem-46m2-venda-RS375000-id-2688917413/,renting,"Rua Pedro de Toledo - Vila Clementino, São Paulo",46 m²,,2,1,R$ 4.000/mês,Cond. R$ 2.000 • IPTU R$ 800
2792418215.0,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-gertrudes-sao-paulo-com-garagem-127m2-aluguel-RS9998-id-2792418215/,renting,"Rua Bacaetava - Vila Gertrudes, São Paulo",127 m²,3,4,3,R$ 9.998/mês,Cond. R$ 2.500 • IPTU R$ 750
2676408995.0,https://www.vivareal.com.br/imovel/apartamento-3-quartos-moema-sao-paulo-com-garagem-120m2-aluguel-RS6000-id-2676408995/,renting,"Avenida Macuco - Moema, São Paulo",120 m²,3,2,2,R$ 6.000/mês,Cond. R$ 1.350 • IPTU R$ 470
2567574595.0,https://www.vivareal.com.br/imovel/sala-comercial-brooklin-paulista-sao-paulo-com-garagem-140m2-aluguel-RS7000-id-2567574595/,renting,"Rua Arandu - Brooklin Paulista, São Paulo",140 m²,,4,6,R$ 7.000/mês,Cond. R$ 2.879 • IPTU R$ 1.505
,,renting,"Rua Doutor Renato Paes de Barros - Itaim Bibi, São Paulo",233 m²,,4-5,4-5,R$ 22.003/mês,Cond. R$ 4.233 • IPTU R$ 2.334
2608974289.0,https://www.vivareal.com.br/imovel/sala-comercial-jardim-paulistano-sao-paulo-com-garagem-187m2-aluguel-RS26180-id-2608974289/,renting,"Avenida Brigadeiro Faria Lima - Jardim Paulistano, São Paulo",187 m²,,2,5,R$ 26.180/mês,Cond. R$ 4.871 • IPTU R$ 4.017
2646532835.0,https://www.vivareal.com.br/imovel/sala-comercial-3-quartos-jardim-paulista-sao-paulo-103m2-aluguel-RS6000-id-2646532835/,renting,"Rua Batataes - Jardim Paulista, São Paulo",103 m²,3,2,,R$ 6.000/mês,Cond. R$ 2.310 • IPTU R$ 670
,,renting,"Avenida Moreira Guimarães - Indianópolis, São Paulo",300 m²,,3-6,1-3,R$ 14.000/mês,IPTU R$ 1.931
2658600615.0,https://www.vivareal.com.br/imovel/sala-comercial-itaim-bibi-sao-paulo-com-garagem-656m2-aluguel-RS52481-id-2658600615/,renting,"Rua Doutor Renato Paes de Barros - Itaim Bibi, São Paulo",656 m²,,10,4,R$ 52.481/mês,Cond. R$ 1.900 • IPTU R$ 901
,,renting,"Rua Júlio Diniz - Vila Olímpia, São Paulo",109 m²,,0-2,2-3,R$ 5.500/mês,Cond. R$ 1.500 • IPTU R$ 750
,,renting,"Rua Marie Nader Calfat - Jardim Ampliação, São Paulo",31-40 m²,1,1,1,R$ 1.910/mês,Cond. R$ 800 • IPTU R$ 90
,,renting,"Rua Pedroso Alvarenga - Itaim Bibi, São Paulo",64 m²,,2-3,2-4,R$ 5.950/mês,Cond. R$ 1.929 • IPTU R$ 753
2583337912.0,https://www.vivareal.com.br/imovel/sala-comercial-vila-olimpia-sao-paulo-com-garagem-200m2-aluguel-RS14001-id-2583337912/,renting,"Rua Gomes de Carvalho - Vila Olímpia, São Paulo",200 m²,,7,8,R$ 14.001/mês,Cond. R$ 4.070 • IPTU R$ 2.372
2658804736.0,https://www.vivareal.com.br/imovel/sala-comercial-cerqueira-cesar-sao-paulo-com-garagem-120m2-aluguel-RS7500-id-2658804736/,renting,"Alameda Santos - Cerqueira César, São Paulo",120 m²,,2,2,R$ 7.500/mês,Cond. R$ 2.120 • IPTU R$ 960
2698752279.0,https://www.vivareal.com.br/imovel/sala-comercial-jardim-paulista-sao-paulo-com-garagem-120m2-aluguel-RS10440-id-2698752279/,renting,"Avenida Brigadeiro Luís Antônio - Jardim Paulista, São Paulo",120 m²,,2,4,R$ 10.440/mês,Cond. R$ 2.500 • IPTU R$ 1.283
2625366172.0,https://www.vivareal.com.br/imovel/lote-terreno-cambuci-sao-paulo-481m2-aluguel-RS8000-id-2625366172/,renting,"Rua Gama Cerqueira - Cambuci, São Paulo",481 m²,,,,R$ 8.000/mês,
,,renting,"Rua Beira Rio - Vila Olímpia, São Paulo",290 m²,,4,2,R$ 14.088/mês,Cond. R$ 4.867 • IPTU R$ 2.889
2567130564.0,https://www.vivareal.com.br/imovel/sala-comercial-consolacao-sao-paulo-com-garagem-84m2-aluguel-RS3372-id-2567130564/,renting,"Rua Augusta - Consolação, São Paulo",84 m²,,2,1,R$ 3.372/mês,Cond. R$ 2.660 • IPTU R$ 1.335
2631157553.0,https://www.vivareal.com.br/imovel/sala-comercial-vila-olimpia-sao-paulo-com-garagem-200m2-aluguel-RS23500-id-2631157553/,renting,"Rua Olimpíadas - Vila Olímpia, São Paulo",200 m²,,3,5,R$ 23.500/mês,Cond. R$ 5.600 • IPTU R$ 3.100
2658434014.0,https://www.vivareal.com.br/imovel/sala-comercial-vila-olimpia-sao-paulo-com-garagem-153m2-aluguel-RS15301-id-2658434014/,renting,"Avenida Doutor Cardoso de Melo - Vila Olímpia, São Paulo",153 m²,,2,2,R$ 15.301/mês,Cond. R$ 1.200 • IPTU R$ 500
2704245222.0,https://www.vivareal.com.br/imovel/flat-1-quartos-vila-olimpia-sao-paulo-com-garagem-85m2-aluguel-RS6300-id-2704245222/,renting,"Rua Funchal - Vila Olímpia, São Paulo",85 m²,1,1,1,R$ 6.300/mês,Cond. R$ 2.500 • IPTU R$ 700
2567780861.0,https://www.vivareal.com.br/imovel/sala-comercial-republica-sao-paulo-65m2-venda-RS400000-id-2567780861/,renting,"Avenida Ipiranga - República, São Paulo",65 m²,,2,,R$ 2.500/mês,
2792187625.0,https://www.vivareal.com.br/imovel/apartamento-4-quartos-jardim-ampliacao-sao-paulo-com-garagem-144m2-aluguel-RS4500-id-2792187625/,renting,"Rua Iupeba - Jardim Ampliação, São Paulo",144 m²,4,5,3,R$ 4.500/mês,Cond. R$ 1.980 • IPTU R$ 520
2633936606.0,https://www.vivareal.com.br/imovel/sala-comercial-lapa-sao-paulo-60m2-aluguel-RS2000-id-2633936606/,renting,"Rua Joaquim Machado - Lapa, São Paulo",60 m²,,2,,R$ 2.000/mês,Cond. R$ 1.200 • IPTU R$ 90
2791760630.0,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-paulista-sao-paulo-com-garagem-83m2-aluguel-RS9995-id-2791760630/,renting,"Alameda Jaú - Jardim Paulista, São Paulo",83 m²,2,2,1,R$ 9.995/mês,Cond. R$ 1.300 • IPTU R$ 300
2639823012.0,https://www.vivareal.com.br/imovel/sala-comercial-consolacao-sao-paulo-com-garagem-135m2-aluguel-RS10500-id-2639823012/,renting,"Rua Bela Cintra - Consolação, São Paulo",135 m²,,3,4,R$ 10.500/mês,Cond. R$ 3.375 • IPTU R$ 2.565
