id,link,title,operation,address,size,dorms,toilets,garage,price,additional_costs,features,type,street,neighborhood,city,state,latitude,longitude
2739848520,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-clementino-zona-sul-sao-paulo-com-garagem-70m2-aluguel-RS2200-id-2739848520/,"Apartamento com 2 Quartos para Aluguel, 70m²",renting,"Rua Borges Lagoa, 710 - Vila Clementino, São Paulo - SP",70,2,1,2,2200,1100,"Academia, Jardim, Elevador, Sauna, Portão eletrônico",Apartamento,Rua Borges Lagoa,Vila Clementino,São Paulo,SP,-23.5980058,-46.6434179
2739797750,https://www.vivareal.com.br/imovel/apartamento-2-quartos-cidade-sao-francisco-zona-oeste-sao-paulo-com-garagem-50m2-aluguel-RS1500-id-2739797750/,"Apartamento com 2 Quartos para Aluguel, 50m²",renting,"Rua Professor Celso Quirino dos Santos - Cidade São Francisco, São Paulo - SP",50,2,1,1,1500,552,"Cozinha, Elevador, Interfone, Área de serviço",Apartamento,Rua Professor Celso Quirino dos Santos,Cidade São Francisco,São Paulo,SP,-24.4976101,-47.844425
2739546787,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bras-zona-leste-sao-paulo-com-garagem-45m2-aluguel-RS2000-id-2739546787/,"Apartamento com Quarto para Aluguel, 45m²",renting,"Brás, São Paulo - SP",45,1,1,1,2000,580,,Apartamento,Brás,Brás,São Paulo,SP,-23.5453263,-46.6164435
2737803820,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-ipojuca-zona-oeste-sao-paulo-com-garagem-69m2-aluguel-RS3500-id-2737803820/,"Apartamento com 2 Quartos para Aluguel, 69m²",renting,"Rua Croata, 820 - Vila Ipojuca, São Paulo - SP",69,2,2,2,3500,950,,Apartamento,Rua Croata,Vila Ipojuca,São Paulo,SP,-23.5335192,-46.7084654
2737337044,https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-vila-prudente-zona-leste-sao-paulo-com-garagem-105m2-venda-RS740000-id-2737337044/,Casa de condomínio com 3 Quartos para Venda/Aluguel 105m²,renting,"Rua Torquato Tasso, 57 - Vila Prudente, São Paulo - SP",105,3,2,2,2900,0,"Interfone, Quintal",Casa,Rua Torquato Tasso,Vila Prudente,São Paulo,SP,-23.584427,-46.581938
2736381103,https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-olimpia-zona-sul-sao-paulo-com-garagem-70m2-aluguel-RS12998-id-2736381103/,"Apartamento com Quarto para Aluguel, 70m²",renting,"Avenida Doutor Cardoso de Melo, 844 - Vila Olímpia, São Paulo - SP",70,1,2,1,12998,1150,"Mobiliado, Salão de festas, Área de serviço, Aceita animais",Apartamento,Avenida Doutor Cardoso de Melo,Vila Olímpia,São Paulo,SP,-23.5940278,-46.6842193
2738306031,https://www.vivareal.com.br/imovel/sobrado-2-quartos-vila-maria-zona-norte-sao-paulo-com-garagem-80m2-aluguel-RS2100-id-2738306031/,"Casa com 2 Quartos para Aluguel, 80m²",renting,"Vila Maria, São Paulo - SP",80,2,2,1,2100,0,"Cozinha, Varanda, Área de serviço, Quintal",Casa,Vila Maria,Vila Maria,São Paulo,SP,-23.5131836,-46.5891557
2740009248,https://www.vivareal.com.br/imovel/casa-de-condominio-1-quartos-indianopolis-zona-sul-sao-paulo-com-garagem-45m2-aluguel-RS3600-id-2740009248/,"Casa de condomínio com Quarto para Aluguel, 45m²",renting,"Avenida Ibijaú - Indianópolis, São Paulo - SP",45,1,1,1,3600,734,,Casa,Avenida Ibijaú,Indianópolis,São Paulo,SP,-23.6074637,-46.6689221
2739694127,https://www.vivareal.com.br/imovel/apartamento-2-quartos-moema-zona-sul-sao-paulo-com-garagem-85m2-aluguel-RS3000-id-2739694127/,"Apartamento com 2 Quartos para Aluguel, 85m²",renting,"Avenida Iraí, 619 - Moema, São Paulo - SP",85,2,2,1,3000,1400,"Área de serviço, Banheiro de serviço",Apartamento,Avenida Iraí,Moema,São Paulo,SP,-23.597085,-46.6628884
2730343758,https://www.vivareal.com.br/imovel/apartamento-1-quartos-chacara-santo-antonio-zona-sul-zona-sul-sao-paulo-com-garagem-38m2-aluguel-RS3600-id-2730343758/,"Apartamento com Quarto para Aluguel, 38m²",renting,"Rua Luís Correia de Melo, 86 - Chácara Santo Antônio Zona Sul, São Paulo - SP",38,1,1,1,3600,577,"Cozinha, Mobiliado",Apartamento,Rua Luís Correia de Melo,Chácara Santo Antônio Zona Sul,São Paulo,SP,-23.6277608,-46.7054657
2695822000,https://www.vivareal.com.br/imovel/sobrado-4-quartos-jardim-sao-bento-zona-norte-sao-paulo-com-garagem-644m2-venda-RS2700000-id-2695822000/,Casa com 4 Quartos para Venda/Aluguel 644m²,renting,"Rua Frei Mauro Teixeira - Jardim São Bento, São Paulo - SP",644,4,6,8,7000,0,,Casa,Rua Frei Mauro Teixeira,Jardim São Bento,São Paulo,SP,-23.5050514,-46.6487467
2685547635,https://www.vivareal.com.br/imovel/sobrado-4-quartos-parque-jabaquara-zona-sul-sao-paulo-com-garagem-120m2-aluguel-RS3900-id-2685547635/,"Casa com 4 Quartos para Aluguel, 120m²",renting,"Rua Hideo Suguiyama - Parque Jabaquara, São Paulo - SP",120,4,5,2,3900,0,"Próximo a escola, Próximo a transporte público, Perto de vias de acesso",Casa,Rua Hideo Suguiyama,Parque Jabaquara,São Paulo,SP,-23.6382351,-46.6577173
2730886819,https://www.vivareal.com.br/imovel/sobrado-3-quartos-jardim-das-vertentes-zona-oeste-sao-paulo-com-garagem-100m2-aluguel-RS3400-id-2730886819/,"Casa com 3 Quartos para Aluguel, 100m²",renting,"Rua Benvenuto Cellini, 105 - Jardim das Vertentes, São Paulo - SP",100,3,3,3,3400,0,"Conexão à internet, Área de serviço, Piso laminado, Piso frio, Quintal",Casa,Rua Benvenuto Cellini,Jardim das Vertentes,São Paulo,SP,-23.5901008,-46.744817
2737146891,https://www.vivareal.com.br/imovel/apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-com-garagem-74m2-aluguel-RS7812-id-2737146891/,"Apartamento com 2 Quartos para Aluguel, 74m²",renting,"Rua Padre Carvalho, 730 - Pinheiros, São Paulo - SP",74,2,2,2,7812,1926,Vista para o mar,Apartamento,Rua Padre Carvalho,Pinheiros,São Paulo,SP,-23.5672147,-46.7019523
2665416845,https://www.vivareal.com.br/imovel/cobertura-4-quartos-jardim-paulista-zona-sul-sao-paulo-com-garagem-479m2-venda-RS8500000-id-2665416845/,Cobertura com 4 Quartos para Venda/Aluguel 479m²,renting,"Alameda Franca, 32 - Jardim Paulista, São Paulo - SP",479,4,6,4,35000,7753,,Apartamento,Alameda Franca,Jardim Paulista,São Paulo,SP,-23.5652185,-46.6601846
2724684344,https://www.vivareal.com.br/imovel/apartamento-3-quartos-moema-zona-sul-sao-paulo-com-garagem-112m2-aluguel-RS6600-id-2724684344/,"Apartamento com 3 Quartos para Aluguel, 112m²",renting,"Alameda dos Jurupis - Moema, São Paulo - SP",112,3,3,2,6600,2350,"Armário na cozinha, Área de lazer, Área de serviço",Apartamento,Alameda dos Jurupis,Moema,São Paulo,SP,-23.597085,-46.6628884
2699265215,https://www.vivareal.com.br/imovel/casa-4-quartos-jardim-dos-estados-zona-sul-sao-paulo-com-garagem-383m2-venda-RS4200000-id-2699265215/,Casa com 4 Quartos para Venda/Aluguel 383m²,renting,"Rua Regina Badra - Jardim dos Estados, São Paulo - SP",383,4,4,4,18000,0,,Casa,Rua Regina Badra,Jardim dos Estados,São Paulo,SP,-23.5198462,-47.4760404
2510367257,https://www.vivareal.com.br/imovel/apartamento-2-quartos-higienopolis-centro-sao-paulo-com-garagem-425m2-venda-RS6500000-id-2510367257/,Apartamento com 2 Quartos para Venda/Aluguel 425m²,renting,"Rua Piauí - Higienópolis, São Paulo - SP",425,2,4,5,29900,4900,Cozinha,Apartamento,Rua Piauí,Higienópolis,São Paulo,SP,-23.5489592,-46.6523049
2507154202,https://www.vivareal.com.br/imovel/flat-2-quartos-jardim-paulista-zona-sul-sao-paulo-com-garagem-109m2-aluguel-RS3868-id-2507154202/,"Flat com 2 Quartos para Aluguel, 109m²",renting,"Alameda Campinas - Jardim Paulista, São Paulo - SP",109,2,1,2,3868,3132,"Cozinha, Mobiliado, Varanda, Lavanderia",Apartamento,Alameda Campinas,Jardim Paulista,São Paulo,SP,-23.5652185,-46.6601846
2739793466,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-piaui-zona-oeste-sao-paulo-com-garagem-70m2-aluguel-RS2000-id-2739793466/,"Apartamento com 2 Quartos para Aluguel, 70m²",renting,"Avenida Mutinga - Vila Piauí, São Paulo - SP",70,2,2,1,2000,0,,Apartamento,Avenida Mutinga,Vila Piauí,São Paulo,SP,-23.5475,-46.63611
2727791585,https://www.vivareal.com.br/imovel/sobrado-3-quartos-butanta-zona-oeste-sao-paulo-com-garagem-130m2-venda-RS650000-id-2727791585/,Casa com 3 Quartos para Venda/Aluguel 130m²,renting,"Rua Doutor Joaquim Gomes de Souza, 9999 - Butantã, São Paulo - SP",130,3,3,2,3800,0,"Cozinha, Interfone, Quintal, Área de serviço, Aceita animais",Casa,Rua Doutor Joaquim Gomes de Souza,Butantã,São Paulo,SP,-23.5690555,-46.7218834
2727675147,https://www.vivareal.com.br/imovel/apartamento-1-quartos-pinheiros-zona-oeste-sao-paulo-com-garagem-50m2-aluguel-RS2750-id-2727675147/,"Apartamento com Quarto para Aluguel, 50m²",renting,"Rua Mateus Grou, 554 - Pinheiros, São Paulo - SP",50,1,2,1,2750,820,"Piscina, Salão de festas, Perto de vias de acesso, Vigia",Apartamento,Rua Mateus Grou,Pinheiros,São Paulo,SP,-23.5672147,-46.7019523
2737996522,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-anastacio-zona-oeste-sao-paulo-com-garagem-68m2-aluguel-RS4500-id-2737996522/,"Apartamento com 3 Quartos para Aluguel, 68m²",renting,"Rua Fortunato Ferraz - Vila Anastácio, São Paulo - SP",68,3,2,1,4500,621,Aceita animais,Apartamento,Rua Fortunato Ferraz,Vila Anastácio,São Paulo,SP,-23.5155169,-46.7182463
2728684133,https://www.vivareal.com.br/imovel/apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-com-garagem-62m2-aluguel-RS4100-id-2728684133/,"Apartamento com 2 Quartos para Aluguel, 62m²",renting,"Rua João Moura, 366 - Pinheiros, São Paulo - SP",62,2,2,2,4100,1325,"Churrasqueira, Armário na cozinha, Piscina",Apartamento,Rua João Moura,Pinheiros,São Paulo,SP,-23.5672147,-46.7019523
2688735231,https://www.vivareal.com.br/imovel/apartamento-1-quartos-consolacao-centro-sao-paulo-com-garagem-34m2-aluguel-RS4000-id-2688735231/,"Apartamento com Quarto para Aluguel, 34m²",renting,"Rua Frei Caneca - Consolação, São Paulo - SP",34,1,1,1,4000,550,,Apartamento,Rua Frei Caneca,Consolação,São Paulo,SP,-23.557818,-46.6605373
2570961187,https://www.vivareal.com.br/imovel/casa-4-quartos-morumbi-zona-sul-sao-paulo-com-garagem-1000m2-aluguel-RS70000-id-2570961187/,"Casa com 4 Quartos para Aluguel, 1000m²",renting,"Rua Ascencional - Morumbi, São Paulo - SP",1000,4,5,4,70000,0,,Casa,Rua Ascencional,Morumbi,São Paulo,SP,-23.5964988,-46.7178446
2557565520,https://www.vivareal.com.br/imovel/sobrado-4-quartos-parque-edu-chaves-zona-norte-sao-paulo-com-garagem-432m2-venda-RS1340000-id-2557565520/,Casa com 4 Quartos para Venda/Aluguel 432m²,renting,"Rua Açailândia - Parque Edu Chaves, São Paulo - SP",432,4,4,5,6000,0,,Casa,Rua Açailândia,Parque Edu Chaves,São Paulo,SP,-23.475745,-46.5668027
2736299316,https://www.vivareal.com.br/imovel/apartamento-4-quartos-perdizes-zona-oeste-sao-paulo-com-garagem-250m2-aluguel-RS10499-id-2736299316/,"Apartamento com 4 Quartos para Aluguel, 250m²",renting,"Rua Paraguaçu, 249 - Perdizes, São Paulo - SP",250,4,2,2,10499,3050,"Playground, Salão de festas, Área de serviço, Aceita animais",Apartamento,Rua Paraguaçu,Perdizes,São Paulo,SP,-23.5379295,-46.6806705
2736298653,https://www.vivareal.com.br/imovel/apartamento-3-quartos-moema-zona-sul-sao-paulo-com-garagem-221m2-aluguel-RS9998-id-2736298653/,"Apartamento com 3 Quartos para Aluguel, 221m²",renting,"Rua Araguari, 684 - Moema, São Paulo - SP",221,3,5,3,9998,3600,"Copa, Ar-condicionado, Salão de festas, Área de serviço, Aceita animais",Apartamento,Rua Araguari,Moema,São Paulo,SP,-23.597085,-46.6628884
2738833142,https://www.vivareal.com.br/imovel/apartamento-4-quartos-perdizes-zona-oeste-sao-paulo-com-garagem-170m2-aluguel-RS5995-id-2738833142/,"Apartamento com 4 Quartos para Aluguel, 170m²",renting,"Rua Cayowaá, 1076 - Perdizes, São Paulo - SP",170,4,3,3,5995,4000,"Lareira, Salão de festas, Área de serviço, Aceita animais",Apartamento,Rua Cayowaá,Perdizes,São Paulo,SP,-23.5379295,-46.6806705
2736271709,https://www.vivareal.com.br/imovel/apartamento-3-quartos-sumare-zona-oeste-sao-paulo-com-garagem-266m2-aluguel-RS14396-id-2736271709/,"Apartamento com 3 Quartos para Aluguel, 266m²",renting,"Rua Aimberê, 1413 - Sumaré, São Paulo - SP",266,3,4,3,14396,4600,"Área de serviço, Aceita animais",Apartamento,Rua Aimberê,Sumaré,São Paulo,SP,-22.8217964,-47.267105
2736381944,https://www.vivareal.com.br/imovel/apartamento-2-quartos-chacara-klabin-zona-sul-sao-paulo-com-garagem-94m2-aluguel-RS7497-id-2736381944/,"Apartamento com 2 Quartos para Aluguel, 94m²",renting,"Rua Desembargador Aragão, 103 - Chácara Klabin, São Paulo - SP",94,2,1,2,7497,1500,"Playground, Quadra poliesportiva, Salão de festas, Área de serviço, Aceita animais",Apartamento,Rua Desembargador Aragão,Chácara Klabin,São Paulo,SP,-23.5929349,-46.630942
2600800771,https://www.vivareal.com.br/imovel/apartamento-2-quartos-cerqueira-cesar-centro-sao-paulo-com-garagem-70m2-aluguel-RS7600-id-2600800771/,"Apartamento com 2 Quartos para Aluguel, 70m²",renting,"Rua da Consolação - Cerqueira César, São Paulo - SP",70,2,2,1,7600,944,"Armário na cozinha, Garagem, Guarita blindada, Segurança 24h, Interfone",Apartamento,Rua da Consolação,Cerqueira César,São Paulo,SP,-23.5610386,-46.6657633
2732972241,https://www.vivareal.com.br/imovel/casa-7-quartos-vila-bela-zona-leste-sao-paulo-com-garagem-439m2-venda-RS1200000-id-2732972241/,Casa com 7 Quartos para Venda/Aluguel 439m²,renting,"Rua Ipomeias, 187 - Vila Bela, São Paulo - SP",439,7,3,3,7000,0,"Churrasqueira, Cozinha, Piscina, Quintal",Casa,Rua Ipomeias,Vila Bela,São Paulo,SP,-23.5118182,-47.4627154
2734031828,https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-mariana-zona-sul-sao-paulo-com-garagem-35m2-aluguel-RS5110-id-2734031828/,"Apartamento com Quarto para Aluguel, 35m²",renting,"Rua Topázio - Vila Mariana, São Paulo - SP",35,1,1,1,5110,600,Cozinha,Apartamento,Rua Topázio,Vila Mariana,São Paulo,SP,-23.5837,-46.6327408
2727712040,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-paulista-zona-sul-sao-paulo-com-garagem-40m2-aluguel-RS2500-id-2727712040/,"Apartamento com Quarto para Aluguel, 40m²",renting,"Rua Ouro Branco, *** - Jardim Paulista, São Paulo - SP",40,1,1,1,2500,1008,"Mobiliado, Ar-condicionado, Cozinha",Apartamento,Rua Ouro Branco,Jardim Paulista,São Paulo,SP,-23.5652185,-46.6601846
2717289439,https://www.vivareal.com.br/imovel/sobrado-2-quartos-itaquera-zona-leste-sao-paulo-com-garagem-180m2-aluguel-RS4200-id-2717289439/,"Casa com 2 Quartos para Aluguel, 180m²",renting,"Rua Campinas do Piauí, 500 - Itaquera, São Paulo - SP",180,2,2,2,4200,0,"Cozinha, Lavanderia, Área de serviço, Quintal",Casa,Rua Campinas do Piauí,Itaquera,São Paulo,SP,-23.5422994,-46.4712065
2735126418,https://www.vivareal.com.br/imovel/apartamento-1-quartos-agua-branca-zona-oeste-sao-paulo-com-garagem-45m2-aluguel-RS2400-id-2735126418/,"Apartamento com Quarto para Aluguel, 45m²",renting,"Rua Francisco Luiz de Souza Júnior - Água Branca, São Paulo - SP",45,1,1,1,2400,480,,Apartamento,Rua Francisco Luiz de Souza Júnior,Água Branca,São Paulo,SP,-23.5212579,-46.6885155
2729687518,https://www.vivareal.com.br/imovel/apartamento-4-quartos-higienopolis-centro-sao-paulo-com-garagem-420m2-venda-RS6500000-id-2729687518/,Apartamento com 4 Quartos para Venda/Aluguel 420m²,renting,"Rua Piauí, 1167 - Higienópolis, São Paulo - SP",420,4,7,3,20000,4900,,Apartamento,Rua Piauí,Higienópolis,São Paulo,SP,-23.5489592,-46.6523049
2728375518,https://www.vivareal.com.br/imovel/casa-2-quartos-moema-zona-sul-sao-paulo-com-garagem-80m2-venda-RS12000000-id-2728375518/,Casa com 2 Quartos para Venda/Aluguel 80m²,renting,"Avenida Jurema - Moema, São Paulo - SP",80,2,1,6,30000,0,Aceita animais,Casa,Avenida Jurema,Moema,São Paulo,SP,-23.597085,-46.6628884
2738687389,https://www.vivareal.com.br/imovel/apartamento-2-quartos-campo-belo-zona-sul-sao-paulo-com-garagem-74m2-aluguel-RS6896-id-2738687389/,"Apartamento com 2 Quartos para Aluguel, 74m²",renting,"Rua Constantino de Sousa, 1150 - Campo Belo, São Paulo - SP",74,2,2,2,6896,1290,"Playground, Salão de jogos, Salão de festas, Aceita animais",Apartamento,Rua Constantino de Sousa,Campo Belo,São Paulo,SP,-23.6299339,-46.670417
2734813656,https://www.vivareal.com.br/imovel/apartamento-1-quartos-brooklin-zona-sul-sao-paulo-com-garagem-49m2-aluguel-RS3500-id-2734813656/,"Apartamento com Quarto para Aluguel, 49m²",renting,"Rua Guararapes - Brooklin, São Paulo - SP",49,1,2,1,3500,1350,,Apartamento,Rua Guararapes,Brooklin,São Paulo,SP,-23.6268017,-46.6881279
2724682453,https://www.vivareal.com.br/imovel/apartamento-3-quartos-itaim-bibi-zona-sul-sao-paulo-com-garagem-151m2-aluguel-RS16000-id-2724682453/,"Apartamento com 3 Quartos para Aluguel, 151m²",renting,"Rua Benedito Lapin - Itaim Bibi, São Paulo - SP",151,3,4,3,16000,2850,"Área de lazer, Ar-condicionado, Área de serviço",Apartamento,Rua Benedito Lapin,Itaim Bibi,São Paulo,SP,-23.5843807,-46.6784441
2720291049,https://www.vivareal.com.br/imovel/sobrado-4-quartos-vila-anglo-brasileira-zona-oeste-sao-paulo-com-garagem-162m2-venda-RS2900000-id-2720291049/,Casa com 4 Quartos à Venda/Aluguel 162m²,renting,"Rua General Góis Monteiro, 164 - Vila Anglo Brasileira, São Paulo - SP",162,4,4,5,12000,0,"Quintal, Varanda, Box blindex, Lavabo, Área de serviço",Casa,Rua General Góis Monteiro,Vila Anglo Brasileira,São Paulo,SP,-23.5400826,-46.69492
2648103827,https://www.vivareal.com.br/imovel/apartamento-2-quartos-santana-zona-norte-sao-paulo-com-garagem-66m2-venda-RS950000-id-2648103827/,Apartamento com 2 Quartos para Venda/Aluguel 66m²,renting,"Rua Capitão Rabelo - Santana, São Paulo - SP",66,2,2,1,3800,1100,,Apartamento,Rua Capitão Rabelo,Santana,São Paulo,SP,-23.499321,-46.6289326
2733707550,https://www.vivareal.com.br/imovel/flat-2-quartos-cerqueira-cesar-centro-sao-paulo-com-garagem-45m2-aluguel-RS6900-id-2733707550/,"Flat com 2 Quartos para Aluguel, 45m²",renting,"Alameda Santos - Cerqueira César, São Paulo - SP",45,2,1,1,6900,0,"Mobiliado, Piscina, Sauna",Apartamento,Alameda Santos,Cerqueira César,São Paulo,SP,-23.5610386,-46.6657633
2687915777,https://www.vivareal.com.br/imovel/casa-1-quartos-parque-novo-mundo-zona-norte-sao-paulo-com-garagem-100m2-aluguel-RS3000-id-2687915777/,"Casa com Quarto para Aluguel, 100m²",renting,"Avenida Tenente Amaro Felicíssimo da Silveira, 1482 - Parque Novo Mundo, São Paulo - SP",100,1,1,1,3000,0,,Casa,Avenida Tenente Amaro Felicíssimo da Silveira,Parque Novo Mundo,São Paulo,SP,-23.5144938,-46.5684596
2719304733,https://www.vivareal.com.br/imovel/sobrado-4-quartos-chacara-santo-antonio-zona-leste-zona-leste-sao-paulo-com-garagem-140m2-aluguel-RS5400-id-2719304733/,"Casa com 4 Quartos para Aluguel, 140m²",renting,"Rua Mariano de Sousa, 323 - Chácara Santo Antônio Zona Leste, São Paulo - SP",140,4,5,6,5400,0,,Casa,Rua Mariano de Sousa,Chácara Santo Antônio Zona Leste,São Paulo,SP,-23.5475,-46.63611
2736881359,https://www.vivareal.com.br/imovel/casa-3-quartos-vila-olimpia-zona-sul-sao-paulo-com-garagem-100m2-aluguel-RS7999-id-2736881359/,"Casa com 3 Quartos para Aluguel, 100m²",renting,"Rua Casa do Ator, 184 - Vila Olímpia, São Paulo - SP",100,3,1,2,7999,0,"Área de serviço, Aceita animais",Casa,Rua Casa do Ator,Vila Olímpia,São Paulo,SP,-23.5940278,-46.6842193
2655316986,https://www.vivareal.com.br/imovel/apartamento-1-quartos-se-centro-sao-paulo-com-garagem-45m2-aluguel-RS1300-id-2655316986/,"Apartamento com Quarto para Aluguel, 45m²",renting,"Rua Doutor Bettencourt Rodrigues, 196 - Sé, São Paulo - SP",45,1,1,1,1300,657,"Elevador, Área de serviço, Aceita animais",Apartamento,Rua Doutor Bettencourt Rodrigues,Sé,São Paulo,SP,-23.5504428,-46.6334463
2652930253,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-paulista-zona-sul-sao-paulo-com-garagem-169m2-aluguel-RS8700-id-2652930253/,"Apartamento com 3 Quartos para Aluguel, 169m²",renting,"Rua José Maria Lisboa, 368 - Jardim Paulista, São Paulo - SP",169,3,3,1,8700,1000,,Apartamento,Rua José Maria Lisboa,Jardim Paulista,São Paulo,SP,-23.5652185,-46.6601846
2736383601,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bela-vista-centro-sao-paulo-com-garagem-100m2-aluguel-RS5998-id-2736383601/,"Apartamento com Quarto para Aluguel, 100m²",renting,"Rua Carlos Comenale, 99 - Bela Vista, São Paulo - SP",100,1,2,1,5998,1201,"Área de serviço, Aceita animais",Apartamento,Rua Carlos Comenale,Bela Vista,São Paulo,SP,-23.5601219,-46.6500338
2714816118,https://www.vivareal.com.br/imovel/casa-5-quartos-saude-zona-sul-sao-paulo-com-garagem-262m2-venda-RS2200000-id-2714816118/,Casa com 5 Quartos para Venda/Aluguel 262m²,renting,"Avenida Bosque da Saúde - Saúde, São Paulo - SP",262,5,4,10,12000,0,"Cozinha, Quintal",Casa,Avenida Bosque da Saúde,Saúde,São Paulo,SP,-23.615178,-46.6433933
2737338678,https://www.vivareal.com.br/imovel/apartamento-2-quartos-mooca-zona-leste-sao-paulo-com-garagem-58m2-aluguel-RS3300-id-2737338678/,"Apartamento com 2 Quartos para Aluguel, 58m²",renting,"Rua Porto Alegre, 243 - Móoca, São Paulo - SP",58,2,2,1,3300,980,"Churrasqueira, Piscina para adulto, Piscina infantil, Salão de festas",Apartamento,Rua Porto Alegre,Móoca,São Paulo,SP,-23.5606808,-46.5971924
2568466590,https://www.vivareal.com.br/imovel/apartamento-3-quartos-perdizes-zona-oeste-sao-paulo-com-garagem-230m2-venda-RS2950000-id-2568466590/,Apartamento com 3 Quartos para Venda/Aluguel 230m²,renting,"Rua Monte Alegre - Perdizes, São Paulo - SP",230,3,6,4,14000,3000,"Salão de jogos, Elevador, Playground, Salão de festas, Quadra poliesportiva",Apartamento,Rua Monte Alegre,Perdizes,São Paulo,SP,-23.5379295,-46.6806705
2735892351,https://www.vivareal.com.br/imovel/apartamento-2-quartos-granja-julieta-zona-sul-sao-paulo-com-garagem-105m2-aluguel-RS6000-id-2735892351/,"Apartamento com 2 Quartos para Aluguel, 105m²",renting,"Rua Abílio Borin - Granja Julieta, São Paulo - SP",105,2,3,2,6000,1200,Aceita animais,Apartamento,Rua Abílio Borin,Granja Julieta,São Paulo,SP,-23.6275329,-46.7120009
2729688279,https://www.vivareal.com.br/imovel/apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-com-garagem-98m2-venda-RS2408400-id-2729688279/,Apartamento com 2 Quartos para Venda/Aluguel 98m²,renting,"Rua Galeno de Almeida, 245 - Pinheiros, São Paulo - SP",98,2,4,2,11000,1911,"Ar-condicionado, Elevador",Apartamento,Rua Galeno de Almeida,Pinheiros,São Paulo,SP,-23.5672147,-46.7019523
2493362144,https://www.vivareal.com.br/imovel/sobrado-6-quartos-consolacao-centro-sao-paulo-com-garagem-700m2-venda-RS7210000-id-2493362144/,Casa com 6 Quartos para Venda/Aluguel 700m²,renting,"Rua Caio Prado - Consolação, São Paulo - SP",700,6,4,15,40000,0,"Churrasqueira, Garagem, Rua asfaltada, Escada, Quintal",Casa,Rua Caio Prado,Consolação,São Paulo,SP,-23.557818,-46.6605373
2732561633,https://www.vivareal.com.br/imovel/apartamento-2-quartos-brooklin-zona-sul-sao-paulo-com-garagem-50m2-aluguel-RS4000-id-2732561633/,"Apartamento com 2 Quartos para Aluguel, 50m²",renting,"Rua Guararapes, 228 - Brooklin, São Paulo - SP",50,2,1,1,4000,604,"Cozinha, Interfone, Mobiliado, Piscina, Área de serviço",Apartamento,Rua Guararapes,Brooklin,São Paulo,SP,-23.6268017,-46.6881279
2739658734,https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-madalena-zona-oeste-sao-paulo-com-garagem-73m2-aluguel-RS4998-id-2739658734/,"Apartamento com Quarto para Aluguel, 73m²",renting,"Rua Pascoal Vita, 543 - Vila Madalena, São Paulo - SP",73,1,2,2,4998,708,"Salão de festas, Aceita animais",Apartamento,Rua Pascoal Vita,Vila Madalena,São Paulo,SP,-23.5464956,-46.6911243
2664154505,https://www.vivareal.com.br/imovel/sobrado-7-quartos-vila-maria-zona-norte-sao-paulo-com-garagem-420m2-venda-RS1260000-id-2664154505/,Casa com 7 Quartos à Venda/Aluguel 420m²,renting,"Rua Doutor Afonso Vergueiro, 2777 - Vila Maria, São Paulo - SP",420,7,8,3,7310,0,"Área de serviço, Churrasqueira na varanda, Varanda, Quintal, Aceita animais",Casa,Rua Doutor Afonso Vergueiro,Vila Maria,São Paulo,SP,-23.5131836,-46.5891557
2721742860,https://www.vivareal.com.br/imovel/apartamento-4-quartos-alto-da-lapa-zona-oeste-sao-paulo-com-garagem-480m2-venda-RS5800000-id-2721742860/,Apartamento com 4 Quartos para Venda/Aluguel 480m²,renting,"Rua Sales Júnior, 285 - Alto da Lapa, São Paulo - SP",480,4,5,5,25000,4529,,Apartamento,Rua Sales Júnior,Alto da Lapa,São Paulo,SP,-23.5273913,-46.7130594
2737206714,https://www.vivareal.com.br/imovel/apartamento-4-quartos-perdizes-zona-oeste-sao-paulo-com-garagem-496m2-aluguel-RS43000-id-2737206714/,"Apartamento com 4 Quartos para Aluguel, 496m²",renting,"Rua Traipu, 288 - Perdizes, São Paulo - SP",496,4,7,6,43000,6150,,Apartamento,Rua Traipu,Perdizes,São Paulo,SP,-23.5379295,-46.6806705
2672674186,https://www.vivareal.com.br/imovel/apartamento-3-quartos-moema-zona-sul-sao-paulo-com-garagem-120m2-venda-RS2000000-id-2672674186/,Apartamento com 3 Quartos para Venda/Aluguel 120m²,renting,"Avenida Ibijaú - Moema, São Paulo - SP",120,3,3,2,15000,1100,"Mobiliado, Área de serviço, Aceita animais",Apartamento,Avenida Ibijaú,Moema,São Paulo,SP,-23.597085,-46.6628884
