id,page_id,scrapping_date,link,title,operation,address,size,dorms,toilets,garage,price,additional_costs,features,type,street,neighborhood,city,state,latitude,longitude
1,2729124042,27-09-2024,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-indiana-zona-oeste-sao-paulo-com-garagem-70m2-aluguel-RS3000-id-2729124042/,"Apartamento com 3 Quartos para Aluguel, 70m²",renting,"Rua Barroso Neto, 342 - Vila Indiana, São Paulo - SP",70,3,1,1,3000,1200,,Apartamento,Rua Barroso Neto,Vila Indiana,São Paulo,SP,-23.568541,-46.7318266
2,2730654036,27-09-2024,https://www.vivareal.com.br/imovel/sobrado-4-quartos-parque-sao-domingos-zona-oeste-sao-paulo-com-garagem-180m2-venda-RS1060000-id-2730654036/,Casa com 4 Quartos à Venda/Aluguel 180m²,renting,"Rua Homero Sales, 1 - Parque São Domingos, São Paulo - SP",180,4,4,4,4900,0,,Casa,Rua Homero Sales,Parque São Domingos,São Paulo,SP,-22.9348324,-45.4534005
3,2735433796,27-09-2024,https://www.vivareal.com.br/imovel/apartamento-2-quartos-aricanduva-zona-leste-sao-paulo-com-garagem-90m2-aluguel-RS1500-id-2735433796/,"Apartamento com 2 Quartos para Aluguel, 90m²",renting,"Avenida Olga Fadel Abarca - Aricanduva, São Paulo - SP",90,2,2,1,1500,560,"Condomínio fechado, Portão eletrônico, Salão de festas, Academia, Quadra poliesportiva",Apartamento,Avenida Olga Fadel Abarca,Aricanduva,São Paulo,SP,-23.5780239,-46.511454
4,2435909775,27-09-2024,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morumbi-zona-sul-sao-paulo-com-garagem-48m2-aluguel-RS2300-id-2435909775/,"Apartamento com 2 Quartos para Aluguel, 48m²",renting,"Morumbi, São Paulo - SP",48,2,1,1,2300,470,Garagem,Apartamento,Morumbi,Morumbi,São Paulo,SP,-23.5964988,-46.7178446
5,2696361983,27-09-2024,https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-campo-grande-zona-sul-sao-paulo-com-garagem-75m2-aluguel-RS2960-id-2696361983/,"Casa com 3 Quartos para Aluguel, 75m²",renting,"Rua Pierre de Beranger, 25 - Campo Grande, São Paulo - SP",75,3,2,1,2960,400,"Condomínio fechado, Portão eletrônico, Aceita animais",Casa,Rua Pierre de Beranger,Campo Grande,São Paulo,SP,-23.6722214,-46.684628
6,2632974758,27-09-2024,https://www.vivareal.com.br/imovel/imovel-comercial-2-quartos-jardim-brasilia-zona-leste-zona-leste-sao-paulo-com-garagem-200m2-aluguel-RS1500-id-2632974758/,"Casa com 2 Quartos para Aluguel, 200m²",renting,"Praça Valdemar Bassi, 72 - Jardim Brasília Zona Leste, São Paulo - SP",200,2,2,1,1500,0,,Casa,Praça Valdemar Bassi,Jardim Brasília Zona Leste,São Paulo,SP,-23.5475,-46.63611
7,2507671288,27-09-2024,https://www.vivareal.com.br/imovel/apartamento-4-quartos-aclimacao-centro-sao-paulo-com-garagem-288m2-venda-RS2200000-id-2507671288/,Apartamento com 4 Quartos para Venda/Aluguel 288m²,renting,"Aclimação, São Paulo - SP",288,4,5,4,8000,3300,"Varanda, Escritório, Área de serviço, Aceita animais",Apartamento,Aclimação,Aclimação,São Paulo,SP,-23.5671021,-46.6268011
8,2732599014,27-09-2024,https://www.vivareal.com.br/imovel/casa-4-quartos-alto-da-lapa-zona-oeste-sao-paulo-com-garagem-482m2-venda-RS5500000-id-2732599014/,Casa com 4 Quartos para Venda/Aluguel 482m²,renting,"Rua Curuzu - Alto da Lapa, São Paulo - SP",482,4,6,4,18000,0,Aceita animais,Casa,Rua Curuzu,Alto da Lapa,São Paulo,SP,-23.5273913,-46.7130594
9,2727819446,27-09-2024,https://www.vivareal.com.br/imovel/apartamento-2-quartos-penha-zona-leste-sao-paulo-com-garagem-45m2-aluguel-RS2200-id-2727819446/,"Apartamento com 2 Quartos para Aluguel, 45m²",renting,"Penha, São Paulo - SP",45,2,1,1,2200,0,"Churrasqueira, Cozinha, Lavanderia, Piscina, Quadra poliesportiva",Apartamento,Penha,Penha,São Paulo,SP,-23.5334949,-46.5426688
10,2742937478,27-09-2024,https://www.vivareal.com.br/imovel/casa-2-quartos-saude-zona-sul-sao-paulo-com-garagem-75m2-aluguel-RS2500-id-2742937478/,"Casa com 2 Quartos para Aluguel, 75m²",renting,"Rua General Chagas Santos, 420 - Saúde, São Paulo - SP",75,2,2,1,2500,0,Garagem,Casa,Rua General Chagas Santos,Saúde,São Paulo,SP,-23.615178,-46.6433933
11,2741686264,27-09-2024,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-prudente-zona-leste-sao-paulo-com-garagem-52m2-aluguel-RS2400-id-2741686264/,"Apartamento com 2 Quartos para Aluguel, 52m²",renting,"Rua dos Ciclames, 235 - Vila Prudente, São Paulo - SP",52,2,1,1,2400,627,,Apartamento,Rua dos Ciclames,Vila Prudente,São Paulo,SP,-23.584427,-46.581938
12,2714995029,27-09-2024,https://www.vivareal.com.br/imovel/apartamento-3-quartos-consolacao-centro-sao-paulo-com-garagem-120m2-aluguel-RS3700-id-2714995029/,"Apartamento com 3 Quartos para Aluguel, 120m²",renting,"Consolação, São Paulo - SP",120,3,3,1,3700,1444,,Apartamento,Consolação,Consolação,São Paulo,SP,-23.557818,-46.6605373
13,2740463118,27-09-2024,https://www.vivareal.com.br/imovel/apartamento-1-quartos-chacara-santo-antonio-zona-sul-zona-sul-sao-paulo-com-garagem-35m2-aluguel-RS2900-id-2740463118/,"Apartamento com Quarto para Aluguel, 35m²",renting,"Chácara Santo Antônio Zona Sul, São Paulo - SP",35,1,1,1,2900,708,Garagem,Apartamento,Chácara Santo Antônio Zona Sul,Chácara Santo Antônio Zona Sul,São Paulo,SP,-23.6277608,-46.7054657
14,2691905472,27-09-2024,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-butanta-zona-oeste-sao-paulo-com-garagem-55m2-aluguel-RS1600-id-2691905472/,"Apartamento com 2 Quartos para Aluguel, 55m²",renting,"Rua Professor Teotônio Monteiro de Barros Filho, 535 - Vila Butantã, São Paulo - SP",55,2,1,1,1600,840,"Elevador, Interfone, Aceita animais",Apartamento,Rua Professor Teotônio Monteiro de Barros Filho,Vila Butantã,São Paulo,SP,-23.933698,-46.380459
15,2713860322,27-09-2024,https://www.vivareal.com.br/imovel/casa-4-quartos-paraiso-do-morumbi-zona-sul-sao-paulo-com-garagem-600m2-aluguel-RS14000-id-2713860322/,"Casa com 4 Quartos para Aluguel, 600m²",renting,"Rua Itapacurai, 325 - Paraíso do Morumbi, São Paulo - SP",600,4,7,3,14000,300,"Cozinha, Piscina",Casa,Rua Itapacurai,Paraíso do Morumbi,São Paulo,SP,-23.2664995,-45.8992418
16,2682074803,27-09-2024,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-mariana-zona-sul-sao-paulo-com-garagem-70m2-aluguel-RS3650-id-2682074803/,"Apartamento com 2 Quartos para Aluguel, 70m²",renting,"Rua José Antônio Coelho, 228 - Vila Mariana, São Paulo - SP",70,2,2,1,3650,1200,"Cozinha americana, Condomínio fechado, Elevador, Portaria 24h, Portão eletrônico",Apartamento,Rua José Antônio Coelho,Vila Mariana,São Paulo,SP,-23.5837,-46.6327408
17,2718715391,27-09-2024,https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-cidade-jardim-zona-sul-sao-paulo-com-garagem-234m2-venda-RS1700000-id-2718715391/,Casa de condomínio com 3 Quartos para Venda/Aluguel 234m²,renting,"Cidade Jardim, São Paulo - SP",234,3,5,2,12000,3500,,Casa,Cidade Jardim,Cidade Jardim,São Paulo,SP,-23.5852388,-46.6911827
18,2739528026,27-09-2024,https://www.vivareal.com.br/imovel/casa-1-quartos-cangaiba-zona-leste-sao-paulo-com-garagem-10m2-aluguel-RS1800-id-2739528026/,"Casa com Quarto para Aluguel, 10m²",renting,"Rua Mutu-Poranga - Cangaíba, São Paulo - SP",10,1,1,3,1800,0,,Casa,Rua Mutu,Cangaíba,São Paulo,SP,-23.5058996,-46.5314253
19,2735614533,27-09-2024,https://www.vivareal.com.br/imovel/sobrado-2-quartos-ponte-rasa-zona-leste-sao-paulo-com-garagem-68m2-aluguel-RS2600-id-2735614533/,"Casa com 2 Quartos para Aluguel, 68m²",renting,"Ponte Rasa, São Paulo - SP",68,2,1,2,2600,0,"Cozinha, Lavanderia, Varanda, Quintal",Casa,Ponte Rasa,Ponte Rasa,São Paulo,SP,-23.5110455,-46.4870517
20,2706025676,27-09-2024,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-mariana-zona-sul-sao-paulo-com-garagem-90m2-aluguel-RS4500-id-2706025676/,"Apartamento com 3 Quartos para Aluguel, 90m²",renting,"Rua Doutor Neto de Araújo - Vila Mariana, São Paulo - SP",90,3,2,1,4500,1484,"Garagem, Salão de festas, Varanda",Apartamento,Rua Doutor Neto de Araújo,Vila Mariana,São Paulo,SP,-23.5837,-46.6327408
21,2726810051,27-09-2024,https://www.vivareal.com.br/imovel/sobrado-3-quartos-vila-maria-zona-norte-sao-paulo-com-garagem-213m2-aluguel-RS6500-id-2726810051/,"Casa com 3 Quartos para Aluguel, 213m²",renting,"Rua Sargento Agostinho Ferreira, 2000 - Vila Maria, São Paulo - SP",213,3,5,6,6500,0,,Casa,Rua Sargento Agostinho Ferreira,Vila Maria,São Paulo,SP,-23.5131836,-46.5891557
22,2733546025,27-09-2024,https://www.vivareal.com.br/imovel/apartamento-1-quartos-santa-teresinha-zona-norte-sao-paulo-com-garagem-39m2-aluguel-RS1526-id-2733546025/,"Apartamento com Quarto para Aluguel, 39m²",renting,"Rua Nabuco de Araújo - Santa Teresinha, São Paulo - SP",39,1,1,1,1526,0,"Interfone, Área de serviço",Apartamento,Rua Nabuco de Araújo,Santa Teresinha,São Paulo,SP,-23.4905833,-46.6343071
23,2732505520,27-09-2024,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-pierina-zona-leste-sao-paulo-com-garagem-84m2-aluguel-RS2400-id-2732505520/,"Apartamento com 3 Quartos para Aluguel, 84m²",renting,"Rua Doutor Virgílio Machado, 635 - Vila Pierina, São Paulo - SP",84,3,1,1,2400,652,"Condomínio fechado, Portão eletrônico",Apartamento,Rua Doutor Virgílio Machado,Vila Pierina,São Paulo,SP,-23.5475,-46.63611
24,2500118094,27-09-2024,https://www.vivareal.com.br/imovel/casa-4-quartos-vila-anglo-brasileira-zona-oeste-sao-paulo-com-garagem-120m2-venda-RS1200000-id-2500118094/,Casa com 4 Quartos para Venda/Aluguel 120m²,renting,"Rua Rifaina - Vila Anglo Brasileira, São Paulo - SP",120,4,2,3,10000,0,,Casa,Rua Rifaina,Vila Anglo Brasileira,São Paulo,SP,-23.5400826,-46.69492
25,2635930717,27-09-2024,https://www.vivareal.com.br/imovel/sobrado-2-quartos-mooca-zona-leste-sao-paulo-com-garagem-120m2-aluguel-RS4000-id-2635930717/,"Casa com 2 Quartos para Aluguel, 120m²",renting,"Móoca, São Paulo - SP",120,2,2,1,4000,0,,Casa,Móoca,Móoca,São Paulo,SP,-23.5606808,-46.5971924
26,2744948795,27-09-2024,https://www.vivareal.com.br/imovel/apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-com-garagem-163m2-venda-RS4400000-id-2744948795/,Apartamento com 3 Quartos para Venda/Aluguel 163m²,renting,"Rua João Moura, 375 - Pinheiros, São Paulo - SP",163,3,2,2,20000,1900,"Playground, Spa, Churrasqueira, Salão de festas",Apartamento,Rua João Moura,Pinheiros,São Paulo,SP,-23.5672842,-46.701939
27,2741243664,27-09-2024,https://www.vivareal.com.br/imovel/apartamento-2-quartos-brooklin-zona-sul-sao-paulo-com-garagem-69m2-aluguel-RS3200-id-2741243664/,"Apartamento com 2 Quartos para Aluguel, 69m²",renting,"Rua Sansão Alves dos Santos, 138 - Brooklin, São Paulo - SP",69,2,1,1,3200,720,"Cozinha, Interfone, Área de serviço",Apartamento,Rua Sansão Alves dos Santos,Brooklin,São Paulo,SP,-23.6268017,-46.6881279
28,2583989725,27-09-2024,https://www.vivareal.com.br/imovel/casa-3-quartos-vila-canero-zona-leste-sao-paulo-com-garagem-100m2-aluguel-RS2200-id-2583989725/,"Casa com 3 Quartos para Aluguel, 100m²",renting,"Rua Areia Fina - Vila Canero, São Paulo - SP",100,3,1,1,2200,0,"Garagem, Lavanderia, Cozinha",Casa,Rua Areia Fina,Vila Canero,São Paulo,SP,-23.5332662,-46.6234032
29,2739417818,27-09-2024,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-vieira-zona-oeste-sao-paulo-com-garagem-50m2-aluguel-RS1500-id-2739417818/,"Apartamento com 2 Quartos para Aluguel, 50m²",renting,"Rua João Mendes Mesquita - Jardim Vieira, São Paulo - SP",50,2,1,1,1500,0,"Cozinha, Aceita animais",Apartamento,Rua João Mendes Mesquita,Jardim Vieira,São Paulo,SP,-23.4555282,-46.2002981
30,2568724444,27-09-2024,https://www.vivareal.com.br/imovel/apartamento-2-quartos-americanopolis-zona-sul-sao-paulo-com-garagem-44m2-aluguel-RS1300-id-2568724444/,"Apartamento com 2 Quartos para Aluguel, 44m²",renting,"Rua José Eid Maluf - Americanópolis, São Paulo - SP",44,2,1,1,1300,450,,Apartamento,Rua José Eid Maluf,Americanópolis,São Paulo,SP,-23.6815392,-46.6554326
31,2704697079,27-09-2024,https://www.vivareal.com.br/imovel/casa-2-quartos-jardim-maristela-zona-norte-sao-paulo-com-garagem-100m2-aluguel-RS2000-id-2704697079/,"Casa com 2 Quartos para Aluguel, 100m²",renting,"Rua Giovanni Narcisi, 237 - Jardim Maristela , São Paulo - SP",100,2,2,3,2000,0,,Casa,Rua Giovanni Narcisi,Jardim Maristela,São Paulo,SP,-23.4884604,-46.7524431
32,2743213861,27-09-2024,https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-campo-grande-zona-sul-sao-paulo-com-garagem-150m2-venda-RS615000-id-2743213861/,Casa de condomínio com 3 Quartos para Venda/Aluguel 150m²,renting,"Campo Grande, São Paulo - SP",150,3,3,2,3300,300,,Casa,Campo Grande,Campo Grande,São Paulo,SP,-23.6722214,-46.684628
33,2745025404,27-09-2024,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-mafra-zona-leste-sao-paulo-com-garagem-60m2-aluguel-RS2650-id-2745025404/,"Apartamento com 2 Quartos para Aluguel, 60m²",renting,"Rua Visconde de Balsemão - Vila Mafra, São Paulo - SP",60,2,1,1,2650,562,"Condomínio fechado, Cozinha, Interfone, Vista para o mar",Apartamento,Rua Visconde de Balsemão,Vila Mafra,São Paulo,SP,-23.6405541,-46.7587176
34,2735125516,27-09-2024,https://www.vivareal.com.br/imovel/apartamento-4-quartos-jardim-paulista-zona-sul-sao-paulo-com-garagem-468m2-venda-RS7500000-id-2735125516/,Apartamento com 4 Quartos para Venda/Aluguel 468m²,renting,"Jardim Paulista, São Paulo - SP",468,4,3,4,20000,6700,,Apartamento,Jardim Paulista,Jardim Paulista,São Paulo,SP,-23.5652185,-46.6601846
35,2570374422,27-09-2024,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paraiso-zona-sul-sao-paulo-com-garagem-268m2-aluguel-RS10000-id-2570374422/,"Apartamento com 4 Quartos para Aluguel, 268m²",renting,"Paraíso, São Paulo - SP",268,4,4,2,10000,0,"Lavanderia, Área de serviço, Aceita animais",Apartamento,Paraíso,Paraíso,São Paulo,SP,-23.5753859,-46.6409603
36,2737751310,27-09-2024,https://www.vivareal.com.br/imovel/apartamento-2-quartos-sumarezinho-zona-oeste-sao-paulo-com-garagem-89m2-aluguel-RS4100-id-2737751310/,"Apartamento com 2 Quartos para Aluguel, 89m²",renting,"Rua Heitor Penteado - Sumarezinho, São Paulo - SP",89,2,3,1,4100,1300,,Apartamento,Rua Heitor Penteado,Sumarezinho,São Paulo,SP,-23.5471111,-46.6921511
37,2718974641,27-09-2024,https://www.vivareal.com.br/imovel/sobrado-3-quartos-planalto-paulista-zona-sul-sao-paulo-com-garagem-160m2-aluguel-RS3500-id-2718974641/,"Casa com 3 Quartos para Aluguel, 160m²",renting,"Rua Augusto Rolim Loureiro, 351 - Planalto Paulista, São Paulo - SP",160,3,2,2,3500,0,"Mobiliado, Escritório",Casa,Rua Augusto Rolim Loureiro,Planalto Paulista,São Paulo,SP,-23.4689704,-46.5701719
38,2592859563,27-09-2024,https://www.vivareal.com.br/imovel/cobertura-3-quartos-perdizes-zona-oeste-sao-paulo-com-garagem-420m2-venda-RS3500000-id-2592859563/,Cobertura com 3 Quartos para Venda/Aluguel 420m²,renting,"Rua Piracuama - Perdizes, São Paulo - SP",420,3,3,3,25000,4050,"Depósito, Cozinha, Vista exterior, Área de serviço",Apartamento,Rua Piracuama,Perdizes,São Paulo,SP,-23.5379295,-46.6806705
39,2679403459,27-09-2024,https://www.vivareal.com.br/imovel/apartamento-1-quartos-consolacao-centro-sao-paulo-com-garagem-30m2-venda-RS310000-id-2679403459/,Apartamento com Quarto para Venda/Aluguel 30m²,renting,"Consolação, São Paulo - SP",30,1,1,1,1900,900,,Apartamento,Consolação,Consolação,São Paulo,SP,-23.557818,-46.6605373
40,2708086468,27-09-2024,https://www.vivareal.com.br/imovel/apartamento-2-quartos-moema-zona-sul-sao-paulo-com-garagem-102m2-venda-RS790000-id-2708086468/,Apartamento com 2 Quartos para Venda/Aluguel 102m²,renting,"Avenida dos Imarés, 996 - Moema, São Paulo - SP",102,2,1,1,3500,900,"Elevador, Interfone",Apartamento,Avenida dos Imarés,Moema,São Paulo,SP,-23.597085,-46.6628884
41,2742202855,27-09-2024,https://www.vivareal.com.br/imovel/apartamento-2-quartos-tatuape-zona-leste-sao-paulo-com-garagem-58m2-venda-RS470000-id-2742202855/,Apartamento com 2 Quartos para Venda/Aluguel 58m²,renting,"Rua Ulisses Cruz, 527 - Tatuapé, São Paulo - SP",58,2,2,1,2600,680,"Churrasqueira, Piscina, Quadra poliesportiva, Salão de festas, Sauna",Apartamento,Rua Ulisses Cruz,Tatuapé,São Paulo,SP,-23.5402524,-46.5766424
42,2732479518,27-09-2024,https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-ipojuca-zona-oeste-sao-paulo-com-garagem-67m2-venda-RS555000-id-2732479518/,Apartamento com Quarto para Venda/Aluguel 67m²,renting,"Rua Ponta Porã, 1021 - Vila Ipojuca, São Paulo - SP",67,1,1,1,3200,500,"Armário na cozinha, Closet, Área de serviço",Apartamento,Rua Ponta Porã,Vila Ipojuca,São Paulo,SP,-23.5335192,-46.7084654
43,2737152229,27-09-2024,https://www.vivareal.com.br/imovel/apartamento-3-quartos-moema-zona-sul-sao-paulo-com-garagem-94m2-venda-RS1290000-id-2737152229/,Apartamento com 3 Quartos para Venda/Aluguel 94m²,renting,"Avenida Ibijaú - Moema, São Paulo - SP",94,3,5,2,5300,1500,"Playground, Piscina, Salão de festas, Jardim",Apartamento,Avenida Ibijaú,Moema,São Paulo,SP,-23.597085,-46.6628884
44,2528653090,27-09-2024,https://www.vivareal.com.br/imovel/sobrado-3-quartos-pirituba-zona-norte-sao-paulo-com-garagem-250m2-venda-RS1100000-id-2528653090/,Casa com 3 Quartos à Venda/Aluguel 250m²,renting,"Rua Doutor João Batista Bernardes de Lima, 247 - Pirituba, São Paulo - SP",250,3,3,3,5000,0,,Casa,Rua Doutor João Batista Bernardes de Lima,Pirituba,São Paulo,SP,-23.485533,-46.7219385
45,2658053358,27-09-2024,https://www.vivareal.com.br/imovel/sobrado-2-quartos-jardim-samara-zona-sul-sao-paulo-com-garagem-70m2-aluguel-RS2500-id-2658053358/,"Casa com 2 Quartos para Aluguel, 70m²",renting,"Jardim Samara, São Paulo - SP",70,2,2,1,2500,0,,Casa,Jardim Samara,Jardim Samara,São Paulo,SP,-23.5475,-46.63611
46,2643904900,27-09-2024,https://www.vivareal.com.br/imovel/casa-2-quartos-planalto-paulista-zona-sul-sao-paulo-com-garagem-148m2-aluguel-RS3600-id-2643904900/,"Casa com 2 Quartos para Aluguel, 148m²",renting,"Planalto Paulista, São Paulo - SP",148,2,2,2,3600,0,,Casa,Planalto Paulista,Planalto Paulista,São Paulo,SP,-23.4689704,-46.5701719
47,2744844920,27-09-2024,https://www.vivareal.com.br/imovel/casa-1-quartos-parque-sao-domingos-zona-oeste-sao-paulo-com-garagem-38m2-aluguel-RS1700-id-2744844920/,"Casa com Quarto para Aluguel, 38m²",renting,"Rua Giovani Recordati, 1 - Parque São Domingos, São Paulo - SP",38,1,1,1,1700,0,"Aceita animais, Cozinha americana",Casa,Rua Giovani Recordati,Parque São Domingos,São Paulo,SP,-22.9348324,-45.4534005
48,2744797993,27-09-2024,https://www.vivareal.com.br/imovel/sobrado-3-quartos-jardim-leonor-mendes-de-barros-zona-norte-sao-paulo-com-garagem-114m2-venda-RS585000-id-2744797993/,Casa com 3 Quartos para Venda/Aluguel 114m²,renting,"Avenida Vereador Ângelo Bortolo, 227 - Jardim Leonor Mendes de Barros, São Paulo - SP",114,3,2,2,2700,250,"Piscina, Quintal",Casa,Avenida Vereador Ângelo Bortolo,Jardim Leonor Mendes de Barros,São Paulo,SP,-23.4662424,-46.6106314
49,2743324192,27-09-2024,https://www.vivareal.com.br/imovel/sobrado-3-quartos-ipiranga-zona-sul-sao-paulo-com-garagem-128m2-aluguel-RS4700-id-2743324192/,"Casa com 3 Quartos para Aluguel, 128m²",renting,"Rua Doutor Elisio de Castro - Ipiranga, São Paulo - SP",128,3,1,2,4700,0,,Casa,Rua Doutor Elisio de Castro,Ipiranga,São Paulo,SP,-23.5892726,-46.6061621
50,2661590656,27-09-2024,https://www.vivareal.com.br/imovel/casa-5-quartos-jardim-america-zona-sul-sao-paulo-com-garagem-620m2-venda-RS16000000-id-2661590656/,Casa com 5 Quartos para Venda/Aluguel 620m²,renting,"Jardim América, São Paulo - SP",620,5,4,5,60000,0,"Cozinha, Elevador, Lareira, Lavanderia, Quintal",Casa,Jardim América,Jardim América,São Paulo,SP,-23.2314929,-45.8979756
51,2718717046,27-09-2024,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-marajoara-zona-sul-sao-paulo-com-garagem-70m2-aluguel-RS3500-id-2718717046/,"Apartamento com 3 Quartos para Aluguel, 70m²",renting,"Avenida Sargento Geraldo Sant'Ana - Jardim Marajoara, São Paulo - SP",70,3,1,2,3500,624,"Piscina, Piscina para adulto, Piscina infantil, Salão de festas",Apartamento,Avenida Sargento Geraldo Sant'Ana,Jardim Marajoara,São Paulo,SP,-23.6553634,-46.6849371
52,2736877115,27-09-2024,https://www.vivareal.com.br/imovel/apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-com-garagem-65m2-aluguel-RS4700-id-2736877115/,"Apartamento com 2 Quartos para Aluguel, 65m²",renting,"Rua Fradique Coutinho - Pinheiros, São Paulo - SP",65,2,2,2,4700,1064,"Interfone, Academia, Salão de festas, Jardim",Apartamento,Rua Fradique Coutinho,Pinheiros,São Paulo,SP,-23.5672842,-46.701939
53,61628923,27-09-2024,https://www.vivareal.com.br/imovel/apartamento-2-quartos-cerqueira-cesar-centro-sao-paulo-com-garagem-70m2-aluguel-RS4400-id-61628923/,"Apartamento com 2 Quartos para Aluguel, 70m²",renting,"Rua da Consolação - Cerqueira César, São Paulo - SP",70,2,1,1,4400,0,Garagem,Apartamento,Rua da Consolação,Cerqueira César,São Paulo,SP,-23.5610386,-46.6657633
54,2722741678,27-09-2024,https://www.vivareal.com.br/imovel/apartamento-3-quartos-cidade-jardim-zona-sul-sao-paulo-com-garagem-211m2-venda-RS4950000-id-2722741678/,Apartamento com 3 Quartos para Venda/Aluguel 211m²,renting,"Avenida Duquesa de Goiás, 825 - Cidade Jardim, São Paulo - SP",211,3,5,3,28000,2500,"Churrasqueira, Cozinha, Varanda gourmet, Lavanderia, Área de serviço",Apartamento,Avenida Duquesa de Goiás,Cidade Jardim,São Paulo,SP,-23.5852388,-46.6911827
55,2725772336,27-09-2024,https://www.vivareal.com.br/imovel/sobrado-3-quartos-butanta-zona-oeste-sao-paulo-com-garagem-170m2-aluguel-RS3280-id-2725772336/,"Casa com 3 Quartos para Aluguel, 170m²",renting,"Butantã, São Paulo - SP",170,3,2,2,3280,0,"Cozinha, Lavanderia, Varanda, Aceita animais",Casa,Butantã,Butantã,São Paulo,SP,-23.5690555,-46.7218834
56,2663460560,27-09-2024,https://www.vivareal.com.br/imovel/casa-3-quartos-rio-pequeno-zona-oeste-sao-paulo-com-garagem-200m2-aluguel-RS3300-id-2663460560/,"Casa com 3 Quartos para Aluguel, 200m²",renting,"Avenida Escola Politécnica - Rio Pequeno, São Paulo - SP",200,3,2,4,3300,0,Cozinha,Casa,Avenida Escola Politécnica,Rio Pequeno,São Paulo,SP,-23.5685049,-46.756857
57,2649806897,27-09-2024,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-andrade-zona-sul-sao-paulo-com-garagem-57m2-aluguel-RS3000-id-2649806897/,"Apartamento com 2 Quartos para Aluguel, 57m²",renting,"Rua José da Silva Ribeiro, 420 - Vila Andrade, São Paulo - SP",57,2,3,1,3000,600,,Apartamento,Rua José da Silva Ribeiro,Vila Andrade,São Paulo,SP,-23.625687,-46.7269894
58,2740906826,27-09-2024,https://www.vivareal.com.br/imovel/casa-3-quartos-jardim-ester-yolanda-zona-oeste-sao-paulo-com-garagem-170m2-aluguel-RS5000-id-2740906826/,"Casa com 3 Quartos para Aluguel, 170m²",renting,"Rua Doutor Paulo Ribeiro Coelho, 254 - Jardim Ester Yolanda, São Paulo - SP",170,3,2,4,5000,0,"Condomínio fechado, Cozinha, Copa, Edícula",Casa,Rua Doutor Paulo Ribeiro Coelho,Jardim Ester Yolanda,São Paulo,SP,-23.5475,-46.63611
59,2605609884,27-09-2024,https://www.vivareal.com.br/imovel/apartamento-2-quartos-moema-zona-sul-sao-paulo-com-garagem-80m2-venda-RS960000-id-2605609884/,Apartamento com 2 Quartos para Venda/Aluguel 80m²,renting,"Avenida Jamaris - Moema, São Paulo - SP",80,2,1,1,4200,800,"Salão de festas, Jardim",Apartamento,Avenida Jamaris,Moema,São Paulo,SP,-23.597085,-46.6628884
60,2735460273,27-09-2024,https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-clementino-zona-sul-sao-paulo-com-garagem-50m2-aluguel-RS2900-id-2735460273/,"Apartamento com Quarto para Aluguel, 50m²",renting,"Rua Pedro de Toledo, 544 - Vila Clementino, São Paulo - SP",50,1,1,1,2900,1100,,Apartamento,Rua Pedro de Toledo,Vila Clementino,São Paulo,SP,-23.5980058,-46.6434179
61,2530445105,27-09-2024,https://www.vivareal.com.br/imovel/flat-1-quartos-bela-vista-centro-sao-paulo-com-garagem-36m2-aluguel-RS3500-id-2530445105/,"Apartamento com Quarto para Aluguel, 36m²",renting,"Rua Carlos Sampaio, 157 - Bela Vista, São Paulo - SP",36,1,1,1,3500,0,Portaria 24h,Apartamento,Rua Carlos Sampaio,Bela Vista,São Paulo,SP,-23.5601219,-46.6500338
62,2664303006,27-09-2024,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-aricanduva-zona-leste-sao-paulo-com-garagem-50m2-aluguel-RS1300-id-2664303006/,"Apartamento com 2 Quartos para Aluguel, 50m²",renting,"Vila Aricanduva, São Paulo - SP",50,2,1,1,1300,515,"Cozinha, Elevador, Varanda",Apartamento,Vila Aricanduva,Vila Aricanduva,São Paulo,SP,-23.536301,-46.5415824
