id,link,operation,size,dorms,toilets,garage,price,additional_costs,type,street,neighborhood,city,latitude,longitude
2791870917,https://www.vivareal.com.br/imovel/apartamento-2-quartos-cidade-sao-francisco-sao-paulo-com-garagem-72m2-aluguel-RS4000-id-2791870917/,renting,72,2,2,1,4000,1030,Apartamento,Rua Doutor Hélio Fidélis,Cidade São Francisco,São Paulo,0.0,0.0
2743153072,https://www.vivareal.com.br/imovel/predio-comercial-itaim-bibi-sao-paulo-200m2-aluguel-RS10001-id-2743153072/,renting,200,0,0,0,10001,18939,Prédio/Edifício inteiro,Rua Tabapuã,Itaim Bibi,São Paulo,0.0,0.0
0,0,renting,235,0,4,9,16500,7300,Sala/Conjunto,Avenida Doutor Cardoso de Melo,Vila Olímpia,São Paulo,0.0,0.0
0,0,renting,790,0,0,15,38000,8800,Imóvel comercial,Avenida Rebouças,Pinheiros,São Paulo,0.0,0.0
2788024322,https://www.vivareal.com.br/imovel/flat-1-quartos-cerqueira-cesar-sao-paulo-com-garagem-30m2-aluguel-RS2500-id-2788024322/,renting,30,1,1,1,2500,1200,Flat,Rua da Consolação,Cerqueira César,São Paulo,0.0,0.0
2791500079,https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-prudente-sao-paulo-32m2-aluguel-RS3200-id-2791500079/,renting,32,1,1,0,3200,550,Apartamento,Rua Ibitirama,Vila Prudente,São Paulo,0.0,0.0
2790569018,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-dom-jose-sao-paulo-38m2-aluguel-RS1200-id-2790569018/,renting,38,2,1,0,1200,0,Apartamento,Rua Acomayo,Jardim Dom José,São Paulo,0.0,0.0
2759664903,https://www.vivareal.com.br/imovel/sala-comercial-cidade-moncoes-sao-paulo-com-garagem-125m2-aluguel-RS12511-id-2759664903/,renting,125,0,5,4,12511,2200,Sala/Conjunto,Praça Professor José Lannes,Cidade Monções,São Paulo,0.0,0.0
2791678937,https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-mariana-sao-paulo-com-garagem-60m2-aluguel-RS3700-id-2791678937/,renting,60,1,1,1,3700,920,Apartamento,Rua Doutor Neto de Araújo,Vila Mariana,São Paulo,0.0,0.0
0,0,renting,55,1,1,1,4450,1050,Flat,Rua Artur Prado,Bela Vista,São Paulo,0.0,0.0
2668272132,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bras-sao-paulo-40m2-aluguel-RS1400-id-2668272132/,renting,40,1,1,0,1400,200,Apartamento,Rua 21 de Abril,Brás,São Paulo,0.0,0.0
2583338814,https://www.vivareal.com.br/imovel/sala-comercial-vila-olimpia-sao-paulo-com-garagem-210m2-aluguel-RS14502-id-2583338814/,renting,210,0,7,8,14502,6441,Sala/Conjunto,Rua Gomes de Carvalho,Vila Olímpia,São Paulo,0.0,0.0
2791287043,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-santa-catarina-sao-paulo-com-garagem-72m2-aluguel-RS4400-id-2791287043/,renting,72,2,2,1,4400,1111,Apartamento,Rua das Flechas,Vila Santa Catarina,São Paulo,0.0,0.0
